fichier	corpus	loc	utt	token	age	annee	nbx	sumx	nbsx	sumsx	FUT	COND	SUBJ	IMPF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj	x
./ttg_perceo_clan/Adultes_Conversations_conversation_mat_08.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	308	10	40;	40	0	0	0	0	0	1	0	6	3	21	0	0	4	1	3	3	1	0	6	1	1	19	x
./ttg_perceo_clan/Adultes_Conversations_coree_ghu_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	228	10	40;	40	0	0	0	0	2	2	0	2	2	24	1	0	1	0	1	2	3	0	2	3	1	15	x
./ttg_perceo_clan/Adultes_Conversations_corpus_kem_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	209	10	40;	40	0	0	0	0	0	1	1	0	3	24	1	0	4	0	0	1	4	0	3	3	0	10	x
./ttg_perceo_clan/Adultes_Conversations_corpus_las_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	211	10	40;	40	0	0	0	0	0	1	0	4	2	22	3	0	0	1	1	3	1	0	0	1	1	17	x
./ttg_perceo_clan/Adultes_Conversations_cours_mau_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	221	10	40;	40	0	0	0	0	0	1	1	3	1	25	2	0	0	0	3	4	3	0	2	1	0	10	x
./ttg_perceo_clan/Adultes_Conversations_dav_gan_06.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	287	10	40;	40	0	0	0	0	2	0	0	12	3	32	2	0	4	0	0	2	2	0	0	1	1	11	x
./ttg_perceo_clan/Adultes_Conversations_decesprofesseur_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	230	10	40;	40	0	0	0	0	0	0	0	10	3	24	1	0	0	0	0	0	2	0	0	1	0	11	x
./ttg_perceo_clan/Adultes_Conversations_democratie_ben_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	323	10	40;	40	0	0	0	0	0	0	0	1	4	23	3	0	2	2	1	1	4	0	1	3	1	19	x
./ttg_perceo_clan/Adultes_Conversations_deuilradio_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	273	10	40;	40	0	0	0	0	2	3	5	1	4	34	0	0	2	0	2	2	5	0	4	2	0	12	x
./ttg_perceo_clan/Adultes_Conversations_dos_cou_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	258	10	40;	40	0	0	0	0	1	0	2	13	3	36	0	0	2	0	1	1	3	0	0	2	1	11	x
./ttg_perceo_clan/Adultes_Conversations_ecoles_cim_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	185	10	40;	40	0	0	0	0	1	0	0	4	7	10	0	0	0	0	1	2	1	0	1	4	0	19	x
./ttg_perceo_clan/Adultes_Conversations_emplois_gri_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	185	10	40;	40	0	0	0	0	0	0	0	2	2	16	0	0	3	0	0	1	4	0	2	1	0	11	x
./ttg_perceo_clan/Adultes_Conversations_enfant_lem_10.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	258	10	40;	40	0	0	0	0	1	1	4	3	8	26	1	0	1	0	1	2	4	0	3	1	1	22	x
./ttg_perceo_clan/Adultes_Conversations_ent_cha_06.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	527	10	40;	40	0	0	0	0	0	0	0	6	6	40	2	0	5	1	1	8	8	0	5	7	2	34	x
./ttg_perceo_clan/Adultes_Conversations_entrefilles_bou_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	167	10	40;	40	0	0	0	0	0	0	0	3	1	17	1	0	0	0	1	3	1	0	1	0	1	7	x
./ttg_perceo_clan/Adultes_Conversations_erasmusespagne_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	268	10	40;	40	0	0	0	0	0	0	0	13	4	26	0	0	2	0	2	5	1	0	1	0	1	7	x
./ttg_perceo_clan/Adultes_Conversations_ergotherapie_sch.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	218	10	40;	40	0	0	0	0	3	2	0	5	8	21	1	0	0	0	1	5	3	0	0	2	2	11	x
./ttg_perceo_clan/Adultes_Conversations_escalade_mic.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	244	10	40;	40	0	0	0	0	0	1	0	1	1	20	1	0	7	3	1	6	1	0	1	0	0	19	x
./ttg_perceo_clan/Adultes_Conversations_etudes_gil_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	233	10	40;	40	0	0	0	0	0	1	0	2	4	15	0	0	1	0	0	3	6	0	2	1	0	11	x
./ttg_perceo_clan/Adultes_Conversations_etudesmedecine_sim.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	214	10	40;	40	0	0	0	0	0	0	0	1	2	18	4	0	1	0	2	4	1	0	3	1	0	7	x
./ttg_perceo_clan/Adultes_Conversations_etudes_rem_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	207	10	40;	40	0	0	0	0	1	1	1	0	4	15	1	0	0	0	1	2	1	0	1	1	0	15	x
./ttg_perceo_clan/Adultes_Conversations_etudiantesalariee_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	257	10	40;	40	0	0	0	0	0	1	0	3	3	25	1	0	2	0	1	2	4	0	1	1	1	10	x
./ttg_perceo_clan/Adultes_Conversations_etudiantes_jer_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	197	10	40;	40	0	0	0	0	3	1	0	3	1	13	2	0	1	2	0	2	1	0	2	0	0	11	x
./ttg_perceo_clan/Adultes_Conversations_experiences_yer_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	222	10	40;	40	0	0	0	0	2	0	1	1	5	21	1	0	4	0	1	1	1	0	4	3	0	11	x
./ttg_perceo_clan/Adultes_Conversations_famille_fer_08_1.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	266	10	40;	40	0	0	0	0	2	0	2	6	5	32	0	0	1	0	0	2	4	0	5	2	0	14	x
./ttg_perceo_clan/Adultes_Conversations_famille_fer_08_2.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	257	10	40;	40	0	0	0	0	2	1	2	2	3	20	0	0	2	0	0	6	2	0	1	2	0	17	x
./ttg_perceo_clan/Adultes_Conversations_famille_lem_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	202	10	40;	40	0	0	0	0	0	1	0	2	5	13	1	0	2	0	0	0	3	0	2	3	0	13	x
./ttg_perceo_clan/Adultes_Conversations_famille_pru.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	224	10	40;	40	0	0	0	0	0	0	0	4	4	13	2	0	3	0	0	2	1	0	2	4	0	17	x
./ttg_perceo_clan/Adultes_Conversations_famille_ren_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	221	10	40;	40	0	0	0	0	1	2	3	4	4	18	2	0	2	0	0	2	2	0	1	2	0	9	x
./ttg_perceo_clan/Adultes_Conversations_fete_lec_07.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	416	10	40;	40	0	0	0	0	9	4	1	4	8	44	1	0	1	1	5	3	5	0	7	3	4	8	x
./ttg_perceo_clan/Adultes_Conversations_film_tre_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	215	10	40;	40	0	0	0	0	1	0	1	3	4	19	0	0	0	1	2	2	1	0	1	1	0	11	x
./ttg_perceo_clan/Adultes_Conversations_footballeurprofessionnel_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	235	10	40;	40	0	0	0	0	4	0	0	7	10	11	1	0	0	0	0	6	3	0	1	2	0	14	x
./ttg_perceo_clan/Adultes_Conversations_foot_mar_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	203	10	40;	40	0	0	0	0	0	0	1	1	7	15	0	0	1	1	3	2	1	0	2	1	0	10	x
./ttg_perceo_clan/Adultes_Conversations_fraise_ber_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	239	10	40;	40	0	0	0	0	0	1	1	0	3	25	2	0	3	0	2	3	2	0	1	2	0	12	x
./ttg_perceo_clan/Adultes_Conversations_garcons_tou_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	219	10	40;	40	0	0	0	0	0	1	0	2	2	24	3	0	0	0	2	1	2	0	2	3	1	18	x
./ttg_perceo_clan/Adultes_Conversations_grandsparents_bar_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	202	10	40;	40	0	0	0	0	2	1	0	1	2	13	3	0	2	0	1	0	4	0	1	2	0	10	x
./ttg_perceo_clan/Adultes_Conversations_hamster_phi_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	226	10	40;	40	0	0	0	0	1	2	0	2	1	16	0	0	1	1	0	1	1	0	0	0	1	5	x
./ttg_perceo_clan/Adultes_Conversations_hopital_bon_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	210	10	40;	40	0	0	0	0	0	1	0	9	2	16	0	0	2	0	0	0	1	0	2	0	0	10	x
./ttg_perceo_clan/Adultes_Conversations_how_pro_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	222	10	40;	40	0	0	0	0	0	0	0	6	5	18	0	0	4	1	2	3	1	0	7	3	0	9	x
./ttg_perceo_clan/Adultes_Conversations_hus_hus_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	231	10	40;	40	0	0	0	0	1	3	1	5	5	14	0	0	1	0	0	2	1	0	1	3	0	12	x
./ttg_perceo_clan/Adultes_Conversations_infirmier_aud_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	204	10	40;	40	0	0	0	0	0	1	1	1	2	10	0	0	1	0	1	2	1	0	1	0	1	12	x
./ttg_perceo_clan/Adultes_Conversations_jeu_thi_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	208	10	40;	40	0	0	0	0	0	1	0	2	4	19	1	0	0	0	1	1	2	0	4	1	0	13	x
./ttg_perceo_clan/Adultes_Conversations_joueurmusique_02.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	318	10	40;	40	0	0	0	0	2	0	0	7	5	23	3	0	2	0	4	3	4	0	1	3	1	15	x
./ttg_perceo_clan/Adultes_Conversations_lecturecroco_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	0	0	40;	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/Adultes_Conversations_loisirs_nat_06.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	260	10	40;	40	0	0	0	0	1	0	0	1	1	19	1	0	5	0	3	4	2	0	3	3	0	7	x
./ttg_perceo_clan/Adultes_Conversations_mai_web_07.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	447	10	40;	40	0	0	0	0	2	7	2	4	7	32	3	0	1	0	1	1	5	0	1	3	0	30	x
./ttg_perceo_clan/Adultes_Conversations_mariage_elo_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	234	10	40;	40	0	0	0	0	0	0	0	3	5	18	0	0	8	1	1	0	0	0	0	0	0	6	x
./ttg_perceo_clan/Adultes_Conversations_masc_dom_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	216	10	40;	40	0	0	0	0	0	0	0	5	1	18	4	0	0	0	0	2	2	0	0	0	0	11	x
./ttg_perceo_clan/Adultes_Conversations_metiers_pue_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	205	10	40;	40	0	0	0	0	0	0	0	7	5	17	1	0	2	0	0	3	2	0	0	1	0	9	x
./ttg_perceo_clan/Adultes_Conversations_micr_bou_08.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	348	10	40;	40	0	0	0	0	0	1	0	8	2	38	4	0	1	0	2	4	1	0	5	2	4	16	x
./ttg_perceo_clan/Adultes_Conversations_nat_hou_07.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	302	10	40;	40	0	0	0	0	1	4	2	2	3	25	0	0	1	3	7	4	4	0	4	0	0	10	x
./ttg_perceo_clan/Adultes_Conversations_nesrine1_sed.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	128	10	40;	40	0	0	0	0	0	2	0	1	1	11	2	0	1	0	0	1	0	0	0	1	0	6	x
./ttg_perceo_clan/Adultes_Conversations_nonno_crz_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	192	10	40;	40	0	0	0	0	0	0	1	8	6	22	3	0	2	0	0	4	2	0	3	0	0	4	x
./ttg_perceo_clan/Adultes_Conversations_nourriture_des_07.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	288	10	40;	40	0	0	0	0	0	0	1	7	6	19	1	0	1	0	1	2	1	0	1	2	1	21	x
./ttg_perceo_clan/Adultes_Conversations_papi_mar_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	198	10	40;	40	0	0	0	0	0	0	2	7	3	18	0	0	4	0	1	1	0	0	0	1	1	11	x
./ttg_perceo_clan/Adultes_Conversations_parents_esp_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	166	10	40;	40	0	0	0	0	0	0	0	2	6	10	0	0	0	1	1	1	4	0	1	0	0	13	x
./ttg_perceo_clan/Adultes_Conversations_paternel_gos_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	223	10	40;	40	0	0	0	0	0	0	0	12	7	20	1	0	1	0	0	0	2	0	2	0	3	9	x
./ttg_perceo_clan/Adultes_Conversations_photographie_cou_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	244	10	40;	40	0	0	0	0	0	0	2	2	5	22	2	0	5	0	1	6	2	0	1	0	0	14	x
./ttg_perceo_clan/Adultes_Conversations_police_mar_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	244	10	40;	40	0	0	0	0	0	0	0	7	2	17	0	0	1	0	2	1	2	0	0	1	0	8	x
./ttg_perceo_clan/Adultes_Conversations_politique_car_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	201	10	40;	40	0	0	0	0	0	0	1	8	6	9	2	0	3	0	1	1	1	0	2	0	2	14	x
./ttg_perceo_clan/Adultes_Conversations_politique_ham_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	194	10	40;	40	0	0	0	0	0	1	1	7	8	19	0	0	0	0	5	1	3	0	0	1	1	13	x
./ttg_perceo_clan/Adultes_Conversations_pri_mam_06.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	604	10	40;	40	0	0	0	0	0	4	0	3	13	53	3	0	15	0	6	7	7	0	9	2	3	20	x
./ttg_perceo_clan/Adultes_Conversations_professeur_cez_08.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	169	10	40;	40	0	0	0	0	3	0	0	1	1	18	1	0	4	0	1	1	2	0	3	1	0	5	x
./ttg_perceo_clan/Adultes_Conversations_psychologie_rou_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	197	10	40;	40	0	0	0	0	0	1	0	1	6	21	2	0	3	0	0	2	1	0	2	0	0	6	x
./ttg_perceo_clan/Adultes_Conversations_rae_ash_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	374	10	40;	40	0	0	0	0	0	0	0	6	10	35	3	0	5	1	3	3	4	0	1	1	1	12	x
./ttg_perceo_clan/Adultes_Conversations_raei_leh_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	324	10	40;	40	0	0	0	0	0	2	0	12	7	25	1	0	3	0	0	2	3	0	1	2	1	21	x
./ttg_perceo_clan/Adultes_Conversations_rdvdansunbar_lor_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	231	10	40;	40	0	0	0	0	2	0	0	5	2	11	0	0	0	0	0	1	1	0	2	0	2	17	x
./ttg_perceo_clan/Adultes_Conversations_repas_fel_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	190	10	40;	40	0	0	0	0	1	0	0	2	4	15	0	0	2	1	1	2	2	0	2	0	1	11	x
./ttg_perceo_clan/Adultes_Conversations_reso_rich_06.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	272	10	40;	40	0	0	0	0	2	0	0	0	2	19	0	0	7	1	0	8	2	0	3	1	3	11	x
./ttg_perceo_clan/Adultes_Conversations_rock_baz_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	215	10	40;	40	0	0	0	0	0	1	0	3	6	19	0	0	3	1	1	1	1	0	1	1	2	11	x
./ttg_perceo_clan/Adultes_Conversations_salledebain_sch_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	116	10	40;	40	0	0	0	0	1	0	0	4	2	10	3	0	0	0	0	1	1	0	1	1	0	11	x
./ttg_perceo_clan/Adultes_Conversations_separation_per_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	187	10	40;	40	0	0	0	0	1	2	0	8	3	23	0	0	3	0	0	2	0	0	3	1	0	12	x
./ttg_perceo_clan/Adultes_Conversations_showgirl_vos_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	200	10	40;	40	0	0	0	0	0	0	0	2	3	12	0	0	1	1	1	1	2	0	0	0	0	10	x
./ttg_perceo_clan/Adultes_Conversations_siderurgie_guy_10.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	266	10	40;	40	0	0	0	0	1	0	0	12	3	17	1	0	2	2	2	9	0	0	1	1	0	4	x
./ttg_perceo_clan/Adultes_Conversations_siderurgie_mar_10.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	377	10	40;	40	0	0	0	0	2	0	0	0	9	19	0	0	6	2	2	11	7	0	3	1	1	14	x
./ttg_perceo_clan/Adultes_Conversations_siderurgie_per_10.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	297	10	40;	40	0	0	0	0	1	3	0	21	3	22	3	0	1	1	1	4	3	0	1	1	1	8	x
./ttg_perceo_clan/Adultes_Conversations_sousse_bur.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	233	10	40;	40	0	0	0	0	2	0	1	8	2	25	0	0	2	0	0	2	0	0	2	1	0	13	x
./ttg_perceo_clan/Adultes_Conversations_spiritualite_cel_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	224	10	40;	40	0	0	0	0	0	0	0	6	1	20	0	0	2	0	1	3	1	0	2	2	0	13	x
./ttg_perceo_clan/Adultes_Conversations_sports_pet_07.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	256	10	40;	40	0	0	0	0	0	1	1	10	10	14	2	0	3	1	2	4	2	0	1	0	0	9	x
./ttg_perceo_clan/Adultes_Conversations_stag_bad_08.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	500	10	40;	40	0	0	0	0	2	0	2	6	8	40	1	0	3	0	1	2	8	0	5	5	0	25	x
./ttg_perceo_clan/Adultes_Conversations_stage_son_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	263	10	40;	40	0	0	0	0	0	0	1	1	2	23	0	0	4	0	0	1	3	0	6	1	0	11	x
./ttg_perceo_clan/Adultes_Conversations_teatime_lam_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	234	10	40;	40	0	0	0	0	1	1	0	2	2	18	1	0	1	0	0	3	1	0	1	1	1	15	x
./ttg_perceo_clan/Adultes_Conversations_telephone_lam_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	227	10	40;	40	0	0	0	0	0	0	0	1	1	12	0	0	1	0	2	5	4	0	1	1	1	10	x
./ttg_perceo_clan/Adultes_Conversations_tel_maz_07.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	404	10	40;	40	0	0	0	0	3	0	3	1	5	33	0	0	2	0	0	7	6	0	9	5	4	9	x
./ttg_perceo_clan/Adultes_Conversations_testssncf_qab_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	215	10	40;	40	0	0	0	0	0	0	0	8	5	7	1	0	0	1	1	2	1	0	4	0	0	10	x
./ttg_perceo_clan/Adultes_Conversations_tourisme_arn_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	208	10	40;	40	0	0	0	0	0	0	2	2	3	20	2	0	0	1	0	1	1	0	2	0	0	14	x
./ttg_perceo_clan/Adultes_Conversations_tunisie_mun_08.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	285	10	40;	40	0	0	0	0	0	0	1	1	1	17	2	0	2	0	3	1	4	0	2	2	0	11	x
./ttg_perceo_clan/Adultes_Conversations_vampiretatouage_sd.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	0	0	40;	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/Adultes_Conversations_voyage_con_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	236	10	40;	40	0	0	0	0	0	0	0	5	3	16	0	0	1	0	1	2	1	0	0	0	2	12	x
./ttg_perceo_clan/Adultes_Conversations_voyage_gou_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	194	10	40;	40	0	0	0	0	2	0	1	6	0	22	0	0	2	0	1	1	1	0	1	2	0	13	x
./ttg_perceo_clan/Adultes_Conversations_voyage_hab_14.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	188	10	40;	40	0	0	0	0	1	0	2	3	3	17	0	0	3	0	0	1	1	0	0	0	1	9	x
./ttg_perceo_clan/Adultes_Conversations_voyage_leo_13.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	187	10	40;	40	0	0	0	0	2	2	0	8	2	22	1	0	0	0	1	1	1	0	1	3	0	9	x
./ttg_perceo_clan/Adultes_Conversations_voyage_mel_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	182	10	40;	40	0	0	0	0	0	0	0	3	0	11	2	0	0	0	0	2	1	0	3	0	0	11	x
./ttg_perceo_clan/Adultes_Conversations_voyages_ric_06.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	217	10	40;	40	0	0	0	0	0	1	0	2	3	18	1	0	1	0	1	2	3	0	1	2	0	5	x
./ttg_perceo_clan/Adultes_Cours_comptines_cou_10.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	444	10	40;	40	0	0	0	0	0	2	5	3	17	38	0	0	6	2	7	9	4	0	6	1	1	12	x
./ttg_perceo_clan/Adultes_Cours_confavc_dau_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	234	10	40;	40	0	0	0	0	0	0	1	0	8	14	2	0	5	1	4	1	2	0	4	0	0	9	x
./ttg_perceo_clan/Adultes_Cours_gothique_cho_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	222	10	40;	40	0	0	0	0	0	1	0	1	7	7	0	0	2	0	2	4	1	0	2	0	0	7	x
./ttg_perceo_clan/Adultes_Cours_groupe_sav_10.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	177	10	40;	40	0	0	0	0	0	2	0	2	1	18	1	0	0	0	2	1	2	0	1	0	1	5	x
./ttg_perceo_clan/Adultes_Cours_politique_rem_12.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	212	10	40;	40	0	0	0	0	1	0	0	3	2	18	0	0	1	0	5	3	1	0	2	0	1	7	x
./ttg_perceo_clan/Adultes_Entretiens_1crossfit_mao_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	179	10	40;	40	0	0	0	0	3	0	0	0	5	11	1	0	3	0	4	3	1	0	2	0	1	9	x
./ttg_perceo_clan/Adultes_Entretiens_2crossfit_mao_15.tei_corpo2.pl-ADU.tei_corpo_ttg.tei_corpo.cha 	 ADULTES 	 ADU 	129	10	40;	40	0	0	0	0	0	0	0	1	0	8	1	0	1	1	1	5	0	0	1	0	0	3	x
