fichier-colaje-lg20	corpus	loc	utt	token	age	annee	nbx	sumx	nbsx	sumsx	FUT	COND	SUBJ	IMPF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj	x
./ttg_perceo_clan/ANTOINE-53-4_05_16.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	259	20	4;04.24	4.33333	0	0	0	0	0	0	1	6	1	19	0	0	4	1	2	4	0	1	5	2	0	8	x
./ttg_perceo_clan/ANTOINE-54-4_08_02.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	273	20	4;07.05	4.58333	0	0	0	0	0	0	1	1	4	23	1	0	3	0	0	2	2	1	7	0	1	15	x
./ttg_perceo_clan/ANTOINE-55-4_10_22.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	257	20	4;09.17	4.75	0	0	0	0	0	1	0	2	3	25	2	0	1	0	3	1	4	0	4	0	0	8	x
./ttg_perceo_clan/ANTOINE-56-5_02_13.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	276	20	5;02.12	5.16667	0	0	0	0	1	0	0	2	3	28	1	0	5	0	1	0	3	1	4	0	0	8	x
./ttg_perceo_clan/ANTOINE-57-5_04_28.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	382	20	5;04.24	5.33333	0	0	0	0	0	1	0	17	3	48	4	0	0	1	1	1	4	1	1	2	2	12	x
./ttg_perceo_clan/ANTOINE-58-5_07_11.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	263	20	5;07.05	5.58333	0	0	0	0	3	1	0	0	2	30	6	0	3	0	0	1	2	0	3	2	4	8	x
./ttg_perceo_clan/ANTOINE-59-5_11_18.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	309	20	5;10.23	5.83333	0	0	0	0	0	0	1	1	3	33	2	0	2	0	0	2	6	0	2	2	1	8	x
./ttg_perceo_clan/ANTOINE-60-6_03_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	319	20	6;02.12	6.16667	0	0	0	0	0	0	1	2	3	23	1	0	4	0	0	4	2	0	5	0	1	12	x
./ttg_perceo_clan/JULIE-02-0_11_18.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	31	10	0;10.23	0.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/JULIE-08-1_02_11.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	29	11	1;01.06	1.08333	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/JULIE-09-1_03_16.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	16	4	1;02.11	1.16667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	x
./ttg_perceo_clan/JULIE-10-1_04_23.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	9	3	1;03.18	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/JULIE-11-1_06_04.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	36	12	1;05.30	1.41667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	x
./ttg_perceo_clan/JULIE-13-1_07_26.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	95	20	1;07.05	1.58333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	x
./ttg_perceo_clan/JULIE-14-1_09_16.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	90	20	1;08.11	1.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	x
./ttg_perceo_clan/JULIE-15-1_10_14.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	86	20	1;09.17	1.75	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	x
./ttg_perceo_clan/JULIE-16-1_11_11.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	103	20	1;10.23	1.83333	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	5	x
./ttg_perceo_clan/JULIE-17-2_00_10.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	111	20	2;	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	3	0	0	2	x
./ttg_perceo_clan/JULIE-19-2_01_23.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	166	20	2;01.06	2.08333	0	0	0	0	1	0	0	0	2	1	0	0	0	1	1	7	2	0	7	0	0	5	x
./ttg_perceo_clan/JULIE-20-2_02_16.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	152	20	2;02.12	2.16667	0	0	0	0	2	0	0	0	0	1	0	0	1	0	2	4	0	0	5	0	0	1	x
./ttg_perceo_clan/JULIE-21-2_03_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	151	20	2;02.12	2.16667	0	0	0	0	0	0	0	0	2	6	2	0	1	0	0	3	0	0	5	0	0	3	x
./ttg_perceo_clan/JULIE-23-2_04_24.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	177	20	2;04.23	2.33333	0	0	0	0	1	1	0	2	0	11	2	0	2	1	0	1	0	0	4	1	0	7	x
./ttg_perceo_clan/JULIE-24-2_05_21.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	266	20	2;04.23	2.33333	0	0	0	0	2	0	1	0	2	24	2	0	2	0	1	2	1	0	11	0	0	6	x
./ttg_perceo_clan/JULIE-25-2_06_22.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	248	20	2;05.30	2.41667	0	0	0	0	0	2	1	1	7	28	1	0	2	1	2	1	1	2	4	1	0	7	x
./ttg_perceo_clan/JULIE-26-2_07_29.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	209	20	2;07.05	2.58333	0	0	0	0	1	0	0	1	1	12	0	0	2	0	0	2	0	1	3	2	1	9	x
./ttg_perceo_clan/JULIE-27-2_08_27.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	226	20	2;08.11	2.66667	0	0	0	0	3	0	0	4	1	25	4	0	1	2	0	1	0	0	3	0	0	7	x
./ttg_perceo_clan/JULIE-28-2_09_24.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	249	20	2;09.17	2.75	0	0	0	0	3	1	0	3	8	21	0	0	1	1	0	1	0	0	3	0	1	14	x
./ttg_perceo_clan/JULIE-29-2_11_01.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	256	20	2;10.23	2.83333	0	0	0	0	0	2	0	4	3	28	2	0	3	0	0	1	0	1	2	0	0	9	x
./ttg_perceo_clan/JULIE-30-3_00_30.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	294	20	3;	3	0	0	0	0	0	1	0	1	3	29	2	0	1	0	1	0	2	0	6	0	0	6	x
./ttg_perceo_clan/JULIE-31-3_01_06.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	263	20	3;01.06	3.08333	0	0	0	0	5	0	0	1	1	20	1	0	1	0	1	6	0	0	3	0	0	10	x
./ttg_perceo_clan/JULIE-32-3_02_03.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	347	20	3;01.06	3.08333	0	0	0	0	1	1	1	1	6	32	0	0	3	0	3	0	1	0	8	0	0	11	x
./ttg_perceo_clan/JULIE-33-3_04_21.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	287	20	3;01.06	3.08333	0	0	0	0	3	0	0	1	1	26	0	0	3	0	1	2	1	1	5	2	0	6	x
./ttg_perceo_clan/JULIE-34-3_07_19.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	287	20	3;07.05	3.58333	0	0	0	0	3	0	0	9	6	24	0	0	1	2	4	2	1	1	3	1	0	15	x
./ttg_perceo_clan/JULIE-41-4_08_29.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	414	20	4;08.11	4.66667	0	0	0	0	1	1	0	7	5	54	9	0	4	3	2	3	3	0	10	2	1	15	x
./ttg_perceo_clan/JULIE-42-5_03_19.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	428	20	5;03.17	5.25	0	0	0	0	0	2	0	8	7	46	2	0	5	2	0	5	2	0	3	4	1	14	x
./ttg_perceo_clan/JULIE-43-5_10_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	337	20	5;09.17	5.75	0	0	0	0	0	0	1	10	4	43	1	0	0	0	0	3	4	0	6	0	0	10	x
./ttg_perceo_clan/LEONARD-01-1_08_09.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	70	20	1;07.05	1.58333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	x
./ttg_perceo_clan/LEONARD-02-1_10_24.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	110	20	1;10.23	1.83333	0	0	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	3	x
./ttg_perceo_clan/LEONARD-03-1_11_15.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	108	20	1;10.23	1.83333	0	0	0	0	5	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	x
./ttg_perceo_clan/LEONARD-04-2_00_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	123	20	2;	2	0	0	0	0	1	3	0	0	3	4	0	0	0	0	0	8	0	0	2	0	0	1	x
./ttg_perceo_clan/LEONARD-05-2_00_26.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	150	20	2;	2	0	0	0	0	2	2	0	0	7	6	0	0	1	1	0	0	0	0	0	0	0	4	x
./ttg_perceo_clan/LEONARD-06-2_01_27.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	136	20	2;01.06	2.08333	0	0	0	0	0	0	0	0	9	1	0	0	0	0	4	0	0	0	1	0	0	7	x
./ttg_perceo_clan/LEONARD-07-2_03_00.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	150	20	2;02.12	2.16667	0	0	0	0	1	2	0	1	5	6	1	0	0	0	5	1	0	0	1	0	0	7	x
./ttg_perceo_clan/LEONARD-08-2_03_26.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	189	20	2;03.17	2.25	0	0	0	0	1	1	0	0	18	6	0	0	0	0	0	1	4	1	1	0	0	7	x
./ttg_perceo_clan/LEONARD-09-2_04_25.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	171	20	2;04.23	2.33333	0	0	0	0	1	0	0	0	11	13	0	0	0	0	0	4	0	0	3	1	0	10	x
./ttg_perceo_clan/LEONARD-10-2_06_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	185	20	2;05.30	2.41667	0	0	0	0	0	0	0	1	1	6	0	0	0	0	2	2	1	0	7	0	0	6	x
./ttg_perceo_clan/LEONARD-11-2_07_25.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	208	20	2;07.05	2.58333	0	0	0	0	1	0	0	1	2	16	0	0	2	0	4	1	0	0	3	0	0	2	x
./ttg_perceo_clan/LEONARD-12-2_11_03.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	225	20	2;10.23	2.83333	0	0	0	0	0	0	1	3	2	25	1	0	1	1	1	2	1	0	1	0	0	8	x
./ttg_perceo_clan/LEONARD-13-2_11_30.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	240	20	3;	3	0	0	0	0	1	0	0	6	4	25	0	0	0	0	4	0	2	0	2	0	0	9	x
./ttg_perceo_clan/LEONARD-14-3_02_25.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	259	20	3;02.12	3.16667	0	0	0	0	1	1	2	0	3	18	0	0	3	2	2	3	0	0	5	0	0	13	x
./ttg_perceo_clan/MADELEINE-02-1_00_05.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	12	4	1;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-03-1_01_10.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	20	7	1;01.06	1.08333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-04-1_02_14.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	13	4	1;02.11	1.16667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-05-1_02_28.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	37	12	1;02.11	1.16667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-06-1_03_18.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	15	5	1;03.18	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-07-1_04_18.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	54	18	1;03.18	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-08-1_06_04.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	75	20	1;05.30	1.41667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	x
./ttg_perceo_clan/MADELEINE-09-1_07_15.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	88	20	1;07.05	1.58333	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	x
./ttg_perceo_clan/MADELEINE-10-1_09_03.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	115	20	1;08.11	1.66667	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	x
./ttg_perceo_clan/MADELEINE-11-1_10_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	142	20	1;09.17	1.75	0	0	0	0	2	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	7	x
./ttg_perceo_clan/MADELEINE-12-1_11_13.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	150	20	1;10.23	1.83333	0	0	0	0	2	0	0	0	4	0	0	0	1	0	1	4	1	0	1	0	0	1	x
./ttg_perceo_clan/MADELEINE-13-2_01_02.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	167	20	2;	2	0	0	0	0	4	1	0	0	1	2	1	0	1	0	3	3	1	0	7	0	0	3	x
./ttg_perceo_clan/MADELEINE-14-2_02_06.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	210	20	2;01.06	2.08333	0	0	0	0	0	3	0	0	4	7	0	0	1	0	1	4	1	1	5	0	0	8	x
./ttg_perceo_clan/MADELEINE-15-2_03_05.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	220	20	2;02.12	2.16667	0	0	0	0	1	2	0	0	4	10	3	0	3	0	3	3	1	0	6	0	0	5	x
./ttg_perceo_clan/MADELEINE-16-2_04_15.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	248	20	2;03.17	2.25	0	0	0	0	0	1	0	0	4	21	2	0	2	3	0	0	0	0	4	0	0	5	x
./ttg_perceo_clan/MADELEINE-17-2_05_12.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	259	20	2;04.23	2.33333	0	0	0	0	0	2	0	0	6	14	1	0	1	0	0	3	2	0	5	0	0	9	x
./ttg_perceo_clan/MADELEINE-18-2_06_10.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	219	20	2;05.30	2.41667	0	0	0	0	1	1	2	1	4	5	1	0	1	0	2	3	1	0	2	0	0	6	x
./ttg_perceo_clan/MADELEINE-19-2_07_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	278	20	2;07.05	2.58333	0	0	0	0	4	1	3	3	2	36	1	0	2	1	1	4	1	0	6	0	0	6	x
./ttg_perceo_clan/MADELEINE-20-2_08_05.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	315	20	2;07.05	2.58333	0	0	0	0	5	0	3	0	0	26	1	0	6	0	1	1	1	0	12	0	0	12	x
./ttg_perceo_clan/MADELEINE-21-2_09_16.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	286	20	2;08.11	2.66667	0	0	0	0	1	1	0	0	1	20	1	0	5	0	1	3	1	0	3	1	0	13	x
./ttg_perceo_clan/MADELEINE-22-2_10_20.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	326	20	2;09.17	2.75	0	0	0	0	2	0	0	6	3	42	2	0	0	2	4	2	2	0	5	1	0	10	x
./ttg_perceo_clan/MADELEINE-23-2_11_19.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	411	20	2;10.23	2.83333	0	0	0	0	1	1	2	7	3	47	1	0	3	3	2	5	0	0	6	3	0	15	x
./ttg_perceo_clan/MADELEINE-24-3_00_28.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	288	20	3;	3	0	0	0	0	0	1	0	3	2	28	1	0	6	1	1	8	3	0	8	0	0	10	x
./ttg_perceo_clan/MADELEINE-25-3_03_02.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	333	20	3;02.12	3.16667	0	0	0	0	2	0	3	4	4	36	0	0	1	2	2	3	3	0	9	1	0	7	x
./ttg_perceo_clan/MADELEINE-26-3_06_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	347	20	3;05.30	3.41667	0	0	0	0	0	1	1	3	2	30	3	0	3	0	2	2	0	3	5	1	0	11	x
./ttg_perceo_clan/MADELEINE-27-3_09_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	261	20	3;08.11	3.66667	0	0	0	0	0	0	0	3	8	17	1	0	3	0	1	5	2	0	7	1	0	15	x
./ttg_perceo_clan/MADELEINE-28-3_09_28.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	373	20	3;09.17	3.75	0	0	0	0	3	2	0	13	4	38	0	0	6	1	0	4	4	0	5	1	1	9	x
./ttg_perceo_clan/MADELEINE-29-4_01_27.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	383	20	4;01.05	4.08333	0	0	0	0	1	3	1	7	4	43	5	0	11	1	2	3	4	2	3	2	2	18	x
./ttg_perceo_clan/MADELEINE-30-4_07_04.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	386	20	4;05.30	4.41667	0	0	0	0	1	0	0	6	3	36	1	0	7	1	2	2	2	1	7	0	0	18	x
./ttg_perceo_clan/MADELEINE-31-4_10_03.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	299	20	4;09.17	4.75	0	0	0	0	2	0	0	3	3	23	2	0	1	1	1	0	1	0	3	0	0	14	x
./ttg_perceo_clan/MADELEINE-32-5_01_05.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	444	20	5;	5	0	0	0	0	2	0	0	5	10	37	0	0	6	2	0	6	1	4	8	3	0	20	x
./ttg_perceo_clan/MADELEINE-33-5_05_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	379	20	5;04.24	5.33333	0	0	0	0	0	1	1	5	8	30	0	0	5	0	2	4	3	2	2	0	1	23	x
./ttg_perceo_clan/MADELEINE-34-5_10_16.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	445	20	5;09.17	5.75	0	0	0	0	1	1	1	7	6	57	1	0	5	3	6	4	4	0	3	1	1	16	x
./ttg_perceo_clan/MADELEINE-35-6_05_14.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	385	20	6;04.24	6.33333	0	0	0	0	1	2	0	2	6	35	3	0	6	4	1	0	1	0	2	1	0	19	x
./ttg_perceo_clan/MADELEINE-36-6_11_27.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	455	20	6;10.23	6.83333	0	0	0	0	2	0	1	9	5	41	6	0	1	1	4	4	1	1	2	1	1	28	x
./ttg_perceo_clan/THEOPHILE-08-1_02_10.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	6	2	1;01.06	1.08333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-09-1_03_02.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	3	1	1;02.11	1.16667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-10-1_04_01.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	9	3	1;03.18	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-11-1_05_05.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	28	8	1;04.23	1.33333	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-12-1_06_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	19	6	1;05.30	1.41667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-13-1_07_01.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	44	14	1;05.30	1.41667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-14-1_08_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	21	7	1;07.05	1.58333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-15-1_09_06.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	29	10	1;08.11	1.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-16-1_10_00.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	66	20	1;09.17	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-17-1_11_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	65	20	1;10.23	1.83333	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-18-1_11_25.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	51	20	1;10.23	1.83333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-19-2_00_20.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	75	20	2;	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	x
./ttg_perceo_clan/THEOPHILE-20-2_02_08.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	101	20	2;01.06	2.08333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	x
./ttg_perceo_clan/THEOPHILE-21-2_03_01.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	95	20	2;02.12	2.16667	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	1	x
./ttg_perceo_clan/THEOPHILE-22-2_04_05.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	110	20	2;03.17	2.25	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	x
./ttg_perceo_clan/THEOPHILE-23-2_04_29.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	102	20	2;04.23	2.33333	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	x
./ttg_perceo_clan/THEOPHILE-24-2_06_03.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	123	20	2;05.30	2.41667	0	0	0	0	0	1	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	x
./ttg_perceo_clan/THEOPHILE-25-2_07_04.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	127	20	2;05.30	2.41667	0	0	0	0	0	2	0	0	0	7	0	0	0	0	1	0	1	1	0	0	0	5	x
./ttg_perceo_clan/THEOPHILE-26-2_07_28.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	126	20	2;07.05	2.58333	0	0	0	0	0	1	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	2	x
./ttg_perceo_clan/THEOPHILE-27-2_09_07.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	136	20	2;08.11	2.66667	0	0	0	0	2	1	0	0	3	7	1	0	0	1	0	0	0	1	1	0	0	7	x
./ttg_perceo_clan/THEOPHILE-28-2_10_01.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	135	20	2;09.17	2.75	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0	3	x
./ttg_perceo_clan/THEOPHILE-29-2_10_28.20pl-CHI.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	178	20	2;10.23	2.83333	0	0	0	0	0	1	0	1	1	2	0	0	0	1	0	3	2	0	1	0	0	13	x
