id_text;document;mdd_texte_mdd_text;mdd_texte_mhd_text
47;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.25.txt;2.81659895531051;1.77307022634939
48;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.4.txt;2.54901243599122;1.62326261887345
49;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.47.txt;2.93973333333333;2.0592
50;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.57.txt;2.81990950226244;1.77511312217195
51;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.69.txt;2.99932203389831;1.94508474576271
52;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.83.txt;2.93173198482933;2.12431521281079
53;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_4.03.txt;2.89399391087739;1.8068087461943
54;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_4.13.txt;2.47816196542311;1.5796178343949
55;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_4.36.txt;2.41028128031038;1.49515033947624
56;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_4.48.txt;2.34354485776805;1.5464989059081
57;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_4.69.txt;2.42907551164432;1.61115031757234
58;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_5.14.txt;2.5872267466781;1.72267466780969
59;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_5.6.txt;2.65882352941176;1.75686274509804
60;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_5.91.txt;2.53586800573888;1.66140602582496
61;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.06.txt;4.71666666666667;1.43333333333333
62;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.14.txt;6.66666666666667;1.72222222222222
63;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.23.txt;3.0188679245283;1.81132075471698
64;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.29.txt;3.43333333333333;1.36666666666667
65;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.38.txt;3.73770491803279;1.44262295081967
66;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.47.txt;1.5;1
67;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.56.txt;4.17894736842105;2.31578947368421
68;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.62.txt;6.00909090909091;1.42727272727273
69;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.68.txt;4.03314917127072;1.32596685082873
70;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.78.txt;2.93333333333333;1.41333333333333
71;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.82.txt;2.37179487179487;1.34615384615385
72;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.86.txt;2.69166666666667;1.4
73;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.93.txt;3.50840336134454;1.59663865546219
74;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.96.txt;2.60444444444444;1.32444444444444
75;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.0.txt;3.18292682926829;1.54529616724739
76;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.05.txt;3.01145038167939;1.43511450381679
77;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.11.txt;2.65804597701149;1.57183908045977
78;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.16.txt;2.40336134453782;1.52436974789916
79;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.2.txt;1.58878504672897;1.16822429906542
80;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.24-(1).txt;2.73993808049536;1.60216718266254
81;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.24.txt;2.21220159151194;1.45225464190981
82;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.26.txt;2.33454106280193;1.50724637681159
83;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.29.txt;2.05774647887324;1.35492957746479
84;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.34.txt;2.12099644128114;1.37900355871886
85;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.4.txt;2.4775;1.72375
86;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.48.txt;2.20814061054579;1.50971322849214
87;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.56.txt;2.47746243739566;1.53923205342237
88;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.64.txt;2.16868381240545;1.44402420574887
89;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.72.txt;2.2776176753122;1.43323727185399
90;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.79.txt;2.4585635359116;1.61526870919136
91;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_2.96.txt;2.38050499119201;1.49618320610687
92;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.05.txt;2.11206896551724;1.40024630541872
93;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.23.txt;2.40251046025105;1.48870292887029
94;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.41.txt;2.33393177737882;1.48174745661281
95;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.58.txt;2.62604233483002;1.5830660679923
96;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_3.81.txt;2.64777152747728;1.63998269147555
97;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.02.txt;2.26363053239256;1.674791533034
98;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.21.txt;2.45721271393643;1.6161369193154
99;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.46.txt;2.59251336898396;1.64491978609626
100;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.67.txt;2.48734873487349;1.7986798679868
101;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_4.89.txt;2.53770491803279;1.6
102;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.2.txt;2.48425196850394;1.61663385826772
103;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.41.txt;2.62057613168724;1.65048010973937
104;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.61.txt;2.44037940379404;1.62533875338753
105;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_5.96.txt;2.60690571049137;1.66799468791501
106;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_6.27.txt;2.51175505740842;1.69081465281575
107;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_0.96.txt;4.35766423357664;1.27007299270073
108;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.19.txt;3.31578947368421;1.69298245614035
109;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.29.txt;3.57971014492754;1.36231884057971
110;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.39.txt;4.48076923076923;1.32692307692308
111;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.51.txt;3.984375;1.578125
112;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.65.txt;2.9391771019678;1.45080500894454
113;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.79.txt;2.19402985074627;1.33432835820896
114;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.87.txt;1.9304347826087;1.32173913043478
115;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_1.94.txt;2.06267409470752;1.27994428969359
116;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.02.txt;2.02666666666667;1.34222222222222
117;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.14.txt;2.58320950965825;1.45765230312036
118;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.21.txt;2.19701086956522;1.46875
119;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Julie_2.27.txt;2.27935606060606;1.51893939393939
