../tcof/tcof-chi-phi-metaok/amel_ophelia_cp_proinf.tei_corpo2.cpn.cex 	0	0	0	19	4	37	6	0	4	1	1	2	1	0	0	0	0	1	0	5	
../tcof/tcof-chi-phi-metaok/vincent_yvelise_ce2_proinf.tei_corpo2.cpn.cex 	4	1	0	13	10	46	5	0	5	1	2	9	5	2	6	2	1	0	0	2	
../tcof/tcof-chi-phi-metaok/cassiope_anais_ce2_proinf.tei_corpo2.cpn.cex 	0	4	0	28	11	79	11	0	2	2	1	4	10	2	3	1	0	4	1	7	
../tcof/tcof-chi-phi-metaok/amelie_mathieu_cm1_proinf.tei_corpo2.cpn.cex 	0	1	0	1	2	16	1	0	1	0	0	0	1	1	3	0	0	1	0	1	
../tcof/tcof-chi-phi-metaok/hugo_julien_ce1_proinf.tei_corpo2.cpn.cex 	0	0	0	29	14	58	11	1	5	2	2	4	4	3	5	1	0	0	2	5	
../tcof/tcof-chi-phi-metaok/severine_camille_ce1_proinf.tei_corpo2.cpn.cex 	0	0	0	5	1	10	1	0	0	2	0	1	0	0	1	1	0	0	0	10	
../tcof/tcof-chi-phi-metaok/maxime_lucas_cm1_proinf.tei_corpo2.cpn.cex 	1	1	0	25	1	72	3	0	4	1	4	6	3	1	0	0	0	4	1	9	
../tcof/tcof-chi-phi-metaok/sebastien_kevin_cm2_proinf.tei_corpo2.cpn.cex 	3	1	0	1	5	38	0	0	3	3	1	0	2	1	1	0	0	1	2	2	
../tcof/tcof-chi-phi-metaok/pierre_yanis_ce1_proinf.tei_corpo2.cpn.cex 	0	2	0	20	10	42	6	0	2	0	1	4	3	2	2	0	0	0	1	7	
../tcof/tcof-chi-phi-metaok/nolan_dylan_ce1_proinf.tei_corpo2.cpn.cex 	0	1	0	10	4	30	4	0	1	3	4	2	1	1	1	0	0	0	0	2	
../tcof/tcof-chi-phi-metaok/chloe_nathan_cm1_proinf.tei_corpo2.cpn.cex 	6	6	0	3	8	70	1	0	7	3	3	5	2	0	3	1	1	3	1	4	
../tcof/tcof-chi-phi-metaok/romain_mehdi_cp_proinf.tei_corpo2.cpn.cex 	1	3	0	26	9	90	8	0	1	2	3	1	1	0	1	1	2	1	1	12	
../tcof/tcof-chi-phi-metaok/sarah_celine_ce1_proinf.tei_corpo2.cpn.cex 	0	2	0	0	2	9	0	0	1	0	0	1	1	1	0	0	0	0	0	0	
../tcof/tcof-chi-phi-metaok/aurelia_lea_cp_proinf.tei_corpo2.cpn.cex 	0	1	0	24	2	51	2	0	2	3	1	2	2	0	0	0	0	3	0	9	
../tcof/tcof-chi-phi-metaok/yaelle_aurelia_cp_proinf.tei_corpo2.cpn.cex 	0	0	0	7	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
../tcof/tcof-chi-phi-metaok/melissa_capucine_cp_proinf.tei_corpo2.cpn.cex 	2	4	0	17	12	41	4	0	2	1	1	2	1	0	1	0	1	1	0	8	
../tcof/tcof-chi-phi-metaok/benjamin_valentin_ce1_proinf.tei_corpo2.cpn.cex 	0	3	0	28	12	82	15	2	6	0	1	7	6	2	3	1	0	3	1	5	
../tcof/tcof-chi-phi-metaok/pauline_mani_cp_proinf.tei_corpo2.cpn.cex 	6	6	0	9	7	33	10	0	4	0	2	4	2	1	1	1	0	1	0	14	
../tcof/tcof-chi-phi-metaok/julianne_laura_cm1_proinf.tei_corpo2.cpn.cex 	0	0	0	3	1	12	2	0	0	1	0	1	3	0	0	0	0	0	0	1	
../tcof/tcof-chi-phi-metaok/clemence_marine_ce2_proinf.tei_corpo2.cpn.cex 	2	2	0	3	6	38	2	1	0	1	0	2	3	2	0	0	0	1	0	7	
../tcof/tcof-chi-phi-metaok/maxime_cynthia_cm1_proinf.tei_corpo2.cpn.cex 	1	1	0	4	6	28	1	0	0	1	0	1	3	1	0	0	0	0	0	2	
../tcof/tcof-chi-phi-metaok/gregory_clement_cm2_proinf.tei_corpo2.cpn.cex 	0	2	0	10	4	44	2	1	3	1	0	0	1	0	2	0	0	1	0	2	
../tcof/tcof-chi-phi-metaok/jeremy_kilian_cp_proinf.tei_corpo2.cpn.cex 	0	2	0	33	12	60	10	2	3	1	5	0	3	1	4	1	1	0	0	10	
../tcof/tcof-chi-phi-metaok/valentin_manel_ce1_proinf.tei_corpo2.cpn.cex 	1	0	0	9	3	32	2	0	1	1	4	0	0	0	0	0	1	1	0	6	
../tcof/tcof-chi-phi-metaok/marine_alicia_ce2_proinf.tei_corpo2.cpn.cex 	5	0	0	37	11	106	20	0	12	4	5	9	6	2	5	0	1	10	0	13	
../tcof/tcof-chi-phi-metaok/florent_tony_cm1_proinf.tei_corpo2.cpn.cex 	0	0	0	0	7	42	4	0	3	2	0	1	1	1	1	0	1	1	0	1	
../tcof/tcof-chi-phi-metaok/maxime_pierre_ce1_proinf.tei_corpo2.cpn.cex 	0	8	0	3	9	53	7	0	5	1	3	1	6	1	2	2	0	3	1	9	
../tcof/tcof-chi-phi-metaok/leandro_lucas_ce2_proinf.tei_corpo2.cpn.cex 	5	9	0	21	9	71	9	0	2	3	4	3	6	4	6	1	1	3	0	9	
../tcof/tcof-chi-phi-metaok/marina_margaux_ce2_proinf.tei_corpo2.cpn.cex 	5	5	0	29	10	119	25	1	15	2	4	9	11	4	4	2	4	7	2	27	
../tcof/tcof-chi-phi-metaok/loic_theo_ce1_proinf.tei_corpo2.cpn.cex 	1	0	0	30	10	73	11	0	3	3	1	0	3	0	0	0	1	2	1	16	
../tcof/tcof-chi-phi-metaok/mathieu_nicolas_ce2_proinf.tei_corpo2.cpn.cex 	9	7	0	29	17	103	20	1	8	1	0	9	4	1	1	1	0	2	0	3	
../tcof/tcof-chi-phi-metaok/solene_sofia_cm1_proinf.tei_corpo2.cpn.cex 	7	10	0	3	17	107	5	1	10	0	2	7	11	3	4	1	1	12	4	9	
../tcof/tcof-chi-phi-metaok/yaelle_elena_cp_proinf.tei_corpo2.cpn.cex 	0	2	0	7	3	28	5	0	3	3	3	0	2	1	1	0	0	0	0	5	
../tcof/tcof-chi-phi-metaok/arthur_paul_ce1_proinf.tei_corpo2.cpn.cex 	0	1	0	57	12	113	20	1	3	1	4	9	2	1	4	0	3	1	1	11	
