French-Lyon/21/21i.cpn.cex 	 FRLYON 	 CHI 	20;	0	0	0	0	0	2	0	0	1	1	0	4	0	0	0	0	0	0	0	1	
French-Lyon/21/21c.cpn.cex 	 FRLYON 	 CHI 	20;	0	0	0	0	1	7	0	1	1	3	3	3	0	0	0	0	1	0	0	3	
French-Lyon/21/21g.cpn.cex 	 FRLYON 	 CHI 	20;	0	2	0	7	10	30	0	0	18	10	16	11	4	1	0	0	2	1	0	3	
French-Lyon/10/10c.cpn.cex 	 FRLYON 	 CHI 	10;06.	0	0	0	0	1	5	0	1	1	3	1	2	0	0	0	0	0	0	0	4	
French-Lyon/10/10a.cpn.cex 	 FRLYON 	 CHI 	10;06.	0	0	0	13	0	3	0	0	2	0	0	4	0	0	0	0	0	0	0	2	
French-Lyon/10/10b.cpn.cex 	 FRLYON 	 CHI 	10;06.	0	0	0	10	1	7	0	0	2	2	1	3	0	0	0	0	0	0	0	5	
French-Lyon/06/06d.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	1	
French-Lyon/06/06b.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	0	8	24	0	0	0	13	0	6	0	0	6	0	0	0	0	0	
French-Lyon/06/06c.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	12	1	4	1	0	2	1	0	2	0	0	0	0	1	0	0	3	
French-Lyon/06/06a.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	2	2	2	0	0	3	2	0	0	0	0	0	0	0	0	0	1	
French-Lyon/06/06e.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	37	0	7	0	0	2	4	1	2	0	0	0	0	1	0	0	3	
French-Lyon/06/06f.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	1	2	5	0	0	2	2	0	3	0	0	1	0	0	0	0	2	
French-Lyon/06/06g.cpn.cex 	 FRLYON 	 CHI 	6;06.	0	0	0	0	0	4	0	0	0	4	0	2	0	0	0	0	0	0	0	0	
