"","note","sentence","pluriels_phrase_nombre_pluriels_sentence","parties_du_discours_phrase_proportion_SCONJ_sentence","connecteurs_organisateurs_phrase_nombre_explicatifs_et_justificatifs_sentence","connecteurs_organisateurs_phrase_proportion_explicatifs_et_justificatifs_sentence","parties_du_discours_phrase_proportion_INTJ_sentence","connecteurs_organisateurs_phrase_nombre_connecteurs_temporels_sentence","connecteurs_organisateurs_phrase_proportion_connecteurs_temporels_sentence","graphie_phrase_variance_longueur_mots_sentence","pronoms_phrase_nombre_pronoms_indefinis_sentence","dependances_syntaxiques_phrase_nombre_moyen_dependances_sentence","adverbiaux_temporels_phrase_nombre_adverbiaux_temporels_sentence","adverbiaux_temporels_phrase_proportion_adverbiaux_temporels_sentence","dependances_syntaxiques_phrase_point_distance_moyenne_sentence","pluriels_phrase_proportion_pluriels_sentence","pronoms_phrase_proportion_pronoms_personnels_pluriels_sentence","structures_syntaxiques_phrase_nombre_subordonnees_completives_sentence","structures_syntaxiques_phrase_proportion_subordonnees_completives_sentence","flexions_verbales_phrase_proportion_flexions_pluriel_sentence","pronoms_phrase_repartition_pronoms_personnels_pluriels_sentence","parties_du_discours_phrase_proportion_ADV_sentence","parties_du_discours_phrase_proportion_CCONJ_sentence","flexions_verbales_phrase_diversite_systemes_temps_sentence","pronoms_phrase_repartition_pronoms_personnels_1e_personne_sentence","connecteurs_organisateurs_phrase_nombre_additifs_et_integration_lineaire_sentence","connecteurs_organisateurs_phrase_proportion_additifs_et_integration_lineaire_sentence","pronoms_phrase_proportion_pronoms_personnels_1e_personne_sentence","emotions_phrase_score_de_subjectitvite_sentence","emotions_phrase_score_de_polarite_sentence","connecteurs_organisateurs_phrase_nombre_argumentatifs_et_concessifs_sentence","connecteurs_organisateurs_phrase_proportion_argumentatifs_et_concessifs_sentence"
"216","10","bah vas te brosser les dents ta nouvelle brosse à dents dans la salle de bain.","0.0810810810810811",NA,NA,NA,NA,NA,NA,"0.239801894363332",NA,"0.90756302525503",NA,NA,"0.358230865748364","0.1875",NA,"0.111111111111111","0.111111111111111",NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,"0.34","0.34",NA,NA
"217","0","ta s- dans la salle de bain.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","4","euh la salle de bain elle est par là.",NA,NA,NA,NA,"0.1111111111",NA,NA,NA,NA,"0.822857142875951",NA,NA,"0.333299933865427",NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"219","6","nan j'ai je l'ai mise dans le frigo.",NA,NA,NA,NA,"0.1",NA,NA,"0.146732451575914",NA,"0.841558441596378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333","0.6666666667",NA,NA,"0.2",NA,NA,NA,NA
"220","3","elle va être gelée.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.111111111111111","0.111111111111111",NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"221","4","elle va être gelée ta brosse à dents.","0.027027027027027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.111111111111111","0.111111111111111",NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"222","1","elle est glacée.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"223","1","bah rien.",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","8","bah j'ai pas trouvé de choses à manger.","0.0540540540540541",NA,NA,NA,NA,NA,NA,NA,NA,"0.822857142875951",NA,NA,NA,"0.2222222222",NA,"0.111111111111111","0.111111111111111",NA,NA,NA,NA,"0.666666666666667","1",NA,NA,"0.1111111111",NA,NA,NA,NA
"225","8","ben je ai pas trouvé de choses à manger.","0.0540540540540541",NA,NA,NA,NA,NA,NA,NA,NA,"0.822857142875951",NA,NA,NA,"0.2222222222",NA,"0.111111111111111","0.111111111111111",NA,NA,NA,NA,"0.666666666666667","1",NA,NA,"0.1111111111",NA,NA,NA,NA
"226","12","bon c'est.
oui on je vais chercher!
à manger!
à cora.
des pâtes.","0.0540540540540541",NA,NA,NA,NA,NA,NA,"0.208969555873901","0.111111111111111",NA,NA,NA,"0.365492302189879","0.1428571429",NA,"0.111111111111111","0.111111111111111",NA,NA,NA,NA,"0.333333333333333","1",NA,NA,"0.0714285714","0.3578125","0.3578125",NA,NA
"227","3","non on n'en a pas.",NA,NA,NA,NA,NA,NA,NA,NA,"0.111111111111111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"228","1","bein ouais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","8","non on n'en a pas.
et là et là elle entendait un bruit.",NA,NA,NA,NA,NA,NA,NA,"0.213147206304434","0.166666666666667","0.835714285733388",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3571428571","0.1428571429","0.666666666666667",NA,"0.105263157894737","0.105263157894737",NA,NA,NA,NA,NA
"230","3","elle croyait que c'était la nounou.",NA,"0.1428571429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.339472154862935",NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"231","5","mais pourquoi elle c'est pas la nounou?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25","0.125","0.333333333333333",NA,NA,NA,NA,NA,NA,"0.142857142857143","0.142857142857143"
"232","1","ça doit être la nounou.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"233","3","la petite elle sortait.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,"0.1","0.1",NA,NA
"234","2","là el- elle saute.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"235","5","en fait elle se tenait et elle bougeait partout.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.822857142875951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1111111111","0.333333333333333",NA,"0.0526315789473684","0.0526315789473684",NA,NA,NA,NA,NA
"236","9","mais elle savait pas que elle croyait que c'était la nounou.",NA,"0.1666666667",NA,NA,NA,NA,NA,"0.168935485315049",NA,"0.870329670397036",NA,NA,NA,NA,NA,"0.111111111111111","0.111111111111111",NA,NA,NA,"0.0833333333","0.333333333333333",NA,NA,NA,NA,NA,NA,"0.142857142857143","0.142857142857143"
"237","5","mais s- il croyait que c'était la nounou.",NA,"0.125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.125","0.333333333333333",NA,NA,NA,NA,NA,NA,"0.142857142857143","0.142857142857143"
"238","8","et là et il venait voir et elle était elle se cachait xxx.",NA,NA,NA,NA,NA,NA,NA,"0.192304350422648",NA,"0.881632653037295",NA,NA,NA,NA,NA,"0.111111111111111","0.111111111111111",NA,NA,NA,"0.2307692308","0.666666666666667",NA,"0.157894736842105","0.157894736842105",NA,NA,NA,NA,NA
"239","4","mais mais c'est quoi ce bruit?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2857142857","0.333333333333333",NA,NA,NA,NA,NA,NA,"0.142857142857143","0.142857142857143"
"240","4","elle se cache à toute vitesse.",NA,NA,NA,NA,NA,NA,NA,NA,"0.111111111111111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,"0.22","0.22",NA,NA
"241","2","là ça recommençait xxx  xxx.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2",NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"242","2","oh c'est terminé.",NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
"243","4","maintenant on fait quoi?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","0.2",NA,NA,NA,NA,NA,NA,NA,"0.25",NA,"0.333333333333333",NA,NA,NA,NA,NA,NA,NA,NA
