id_text;document;freq_texte_freq_text
102;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_3.57.txt;11116.037140192024
103;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_3.69.txt;9977.461509190352
104;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_3.83.txt;8493.460227531514
105;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_4.03.txt;9567.106055586659
106;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_4.13.txt;9721.394093093946
107;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_4.36.txt;9343.685204677242
108;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_4.48.txt;9425.719523617812
109;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_4.69.txt;9212.172445731645
110;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_5.14.txt;8809.586109105376
111;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_5.6.txt;8558.760281638588
112;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anae_5.91.txt;7911.617547934911
113;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_1.38.txt;6146.128677516783
114;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_1.59.txt;4227.053444154811
115;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_1.76.txt;5302.9888903048295
116;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_1.88.txt;7339.425184235523
117;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.0.txt;13121.290317006518
118;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.07.txt;13508.77829008177
119;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.09.txt;10866.188045557232
120;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.21.txt;9563.505947087062
121;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.33.txt;12098.352672250156
122;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.41.txt;9708.621142326625
123;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.5.txt;11550.840178895041
124;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.57.txt;9038.258910163888
125;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.67.txt;12379.254992074522
126;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.81.txt;9751.324410934809
127;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.9.txt;9674.585769770696
128;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_2.97.txt;9103.663934204209
129;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.1.txt;10882.57588330565
130;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.25.txt;11071.829664341743
131;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.4.txt;10158.93124484294
132;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Anaé_3.47.txt;9696.73101433114
140;/Users/cp/brainstorm/evalang/evalang-public/colaje/rawtextchi/chi_Antoine_1.06.txt;0
