framboises,17
nom,142
man,31
préparer,16
fasse,59
mimi@c,1
achetée,7
jeanne,23
sûr,70
copain,128
nounours,174
malade,114
poupon,7
xx@c,1
caresser,6
cuit,20
dong@o,2
ç',3
ouvriras,1
feras,6
fermerai,1
garage,82
faites,7
attendez,24
raisin,15
mangez,8
tranquille,13
claque,10
éteint,25
noir,246
jouera,10
crie,49
méch,2
mort,100
cuisinier,4
préparez,1
abricots,11
êtes,36
finie,12
invite,5
surveille,13
seras,17
brave,1
type,1
mords,3
xx.,172
cinéma,21
viendras,3
montes,10
monte,182
ouah,20
marché,42
azine,1
maitresse,12
grandir,17
dessinée,2
malades,10
reg,2
regardé,35
pansement,30
restez,2
escargot,116
serpent,85
retrouvé,48
mien,43
offrir,3
bougie,30
entendre,19
lala,8
zoé,26
mimine,1
coquelicot,4
ours,290
noursenâne,1
veste,23
auras,24
nu,39
girafe,126
filles,98
corsica,2
angèle,3
prendrais,1
bonjour,73
peinture,78
manque,87
pinceau,23
peinturer,2
peinturée,1
peinturé,1
quel,58
raconte,48
oignon,1
carotte,74
chou,9
vélo,109
bateau,351
cocorico,6
léopard,13
déguisement,10
clown,134
écureuil,32
tizou,1
écharpe,19
freddy,4
perroquet,36
concombre,1
mireille,9
araignée,94
xx!,16
avocat,2
vou,5
compter,24
garçons,62
âne,67
trous,72
queue,121
balance,7
crabe,56
ruche,4
autruche,8
lançais,1
barrière,40
cage,25
tellement,46
relançais,1
fassent,3
poivron,6
ananas,17
radis,14
rat,19
fatigue,5
sieste,29
arrière,22
achètera,3
dora!,1
casquette,36
hélicoptère,55
jouait,26
tapis,101
playmobils,23
salle,59
promener,26
referme,9
toc,118
leur,177
pourras,25
meilleure,5
fabriquait,2
pailles,14
ouvrait,2
ac,2
paille,54
aides,21
passaient,2
oublié,135
pourront,6
coccinelle,63
fourmi!,1
lasagne,2
ver,40
serpents,16
chauds,6
coq,51
vivait,1
coffre,34
ressorti,2
crachée,1
glisse,39
mordre,5
siège,6
attachée,5
caressé,9
attache,14
vivent,12
rouler,43
roule,100
roues,41
plastique,18
choisir,30
laisse,149
mettras,3
installe,13
marchera,3
pourrais,54
compliqué,20
mettrait,2
surtout,38
arrivera,3
cachera,1
main,301
pirate,24
pirates,11
bandeau,4
jouets,103
habitent,10
voisins,16
arbre,135
mûres,8
part,133
endort,6
enfermé,3
lits,10
miaou@o,19
vrais,6
caresse-le,1
endormir,13
toit,58
maisons,41
parapluie,30
manteau,82
sous,113
exemple,184
refermes,1
coincé,52
déc,1
moment,49
ninini@c,1
nanana,3
dors,64
cousine,48
pond,9
rousse,4
tata,65
coince,12
cet,17
autres,352
bateaux,29
fermière,11
cagette,1
éclaire,7
chevet,1
éclairera,2
éteins,16
pr,6
poussounou@c,2
j-,71
poussounou,2
prête,37
perdue,11
chapeaux,9
facile,58
fraises,52
nuage,13
ramasser,33
granules,3
cogne,8
répéter,5
brun,74
reconnu,3
apporte,16
miel,31
canaille,8
n-,11
pré,7
amis,84
taper,31
chagrin,1
-toi,24
conduire,13
assise,31
venait,11
emmènes,1
nounou,21
avons,4
chipé,1
frère,169
écroulé,8
prouts,12
sentir,8
dire,545
re-alller,1
avions,32
éléphants,31
chantes,9
toile,16
pommier,5
lèche,11
fabri,1
dessiné,61
court,72
herbe,41
marron,54
pêche,72
rivière,28
bonhommes,41
construit,14
château,120
seau,57
seuls,13
ét,8
personages,1
raison,25
marmottes,2
clowns,6
font,177
tristes,3
retrouvent,2
cirque,16
venir,83
emmener,41
cui,6
bouges,4
regardent,29
oscar,14
cafard,3
animé,25
police,51
papillon,96
abîmer,12
fragile,9
faisais,43
cube,18
construire,29
coquine,21
arriver,50
ballons,43
resté,16
restaurant,13
carte,142
-les,3
cubes,30
sors-les,1
difficile,65
entier,6
refaire,57
modèle,14
chaque,54
trait,18
géante,3
écrouler,5
écroules,1
aide,58
-le,14
noirs,34
achètes,5
trains,19
harmonica,4
touche,103
choses,140
mettrai,4
prêterai,2
jamais,169
secret,46
trouvera,1
fermera,1
doit,168
soigner,21
pommade,24
vomis,4
lettre,46
envoyer,1
courrier,7
soigne,14
oeils,4
orteils,9
médicament,18
donnes,32
donne-lui,2
pourq,2
pansements,6
salu,1
merveille,1
zouni,1
soignez,2
zin,2
colette,2
classe,94
groupe,14
poils,27
harry,5
téléphoner,12
anna,9
demander,29
temps,232
éteindre,17
zounian,1
disez,3
médicaments,11
oranges,21
pains,5
ramène,11
réparée,4
marchait,8
appuyais,2
rouges,64
verts,33
retrouvera,1
écrasé,15
décoinces,1
dormirai,1
adorée,2
ni,36
oui-oui,24
commencer,42
racontes,13
longue,18
hérisson,26
sucettes,14
choisit,13
mademoiselle,17
zézettes,1
zizis,3
lesquels,5
forts,12
avaient,46
mammouths,1
zézette,4
-t-elle,1
mammouth,10
grimpe,8
risque,5
branche,16
zazie,2
maquillage,27
orteil,2
sens,75
tombée,89
max,12
nus,17
emmené,13
maillot,37
lis,92
lire,225
allait,52
recoiffe,2
pousser,69
jouet,55
ouvres,11
retrouver,18
adore,89
pou,29
fleurs,131
champignon,20
fleur,150
couleurs,97
trompée,21
violet,89
toc@o,22
popopopo,1
zazaza,1
pètes,2
zaza,3
accrocher,54
laurine,6
peste,5
enfonce,5
frites,19
bananes,38
légume,1
chips,11
apéro,3
passés,10
plats,5
chauffer,17
tr,3
fruits,56
surprises,2
réchauffe,4
prendrez,1
mélanges,2
manges,30
poulet,40
forte,29
mangera,9
attendant,3
os,29
