fichier	corpus	loc	utt	token	age	annee	FUT	CONJ	SUBJ	IMPF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	ya+++qu	v+inf	dit+qu	plus+qu	proobj	x
./ttg_perceo_clan/Enfants_Long_sarah_can_4.9-5.8_sarah8_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	388	79	5;02.12	5.16667	1	1	1	3	6	23	0	0	3	0	0	2	0	0	3	0	0	12	x
./ttg_perceo_clan/Enfants_Long_sarah_can_4.9-5.8_sarah9_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	191	33	5;02.12	5.16667	0	0	0	2	0	25	1	0	1	1	1	0	1	0	0	1	0	7	x
./ttg_perceo_clan/Enfants_Long_valentine_sow_5.5-5.7_valentine1_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	269	59	5;04.24	5.33333	2	0	0	0	1	16	0	0	0	0	1	2	1	0	0	1	0	2	x
./ttg_perceo_clan/Enfants_Long_valentine_sow_5.5-5.7_valentine2_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	302	55	5;05.30	5.41667	2	0	0	0	2	15	0	0	1	0	1	5	1	0	1	0	0	7	x
./ttg_perceo_clan/Enfants_Long_valentine_sow_5.5-5.7_valentine3_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	260	47	5;05.30	5.41667	0	0	0	0	1	9	0	0	4	0	1	5	0	0	1	0	0	8	x
./ttg_perceo_clan/Enfants_Long_valentine_sow_5.5-5.7_valentine4_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	330	101	5;05.30	5.41667	1	0	0	2	3	11	0	0	4	1	0	1	0	0	3	0	0	9	x
./ttg_perceo_clan/Enfants_Long_valentine_sow_5.5-5.7_valentine5_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	480	119	5;05.30	5.41667	1	0	2	5	1	28	0	0	3	0	0	3	1	0	3	1	0	10	x
./ttg_perceo_clan/Enfants_Long_valentine_sow_5.5-5.7_valentine6_sow.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	280	72	5;05.30	5.41667	0	0	0	2	3	14	0	0	3	2	0	2	0	0	1	0	0	6	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent10_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	129	29	4;02.12	4.16667	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent11_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	206	40	4;03.17	4.25	0	0	2	0	0	11	2	0	2	0	1	1	3	0	2	0	0	2	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent12_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	108	18	4;03.17	4.25	0	0	0	0	0	4	0	0	1	0	1	0	0	0	1	0	1	1	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent13_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	175	28	4;03.17	4.25	0	0	0	0	0	15	0	0	0	1	0	3	1	0	3	0	0	3	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent14_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	132	14	4;03.17	4.25	0	0	0	0	0	5	0	0	0	0	0	1	1	0	1	0	0	2	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent15_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	207	25	4;03.17	4.25	0	2	0	0	0	20	0	0	1	0	1	3	1	0	0	0	0	1	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent16_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	60	14	4;03.17	4.25	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent17_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	212	27	4;04.24	4.33333	0	1	0	1	0	16	0	0	1	1	1	2	0	0	1	1	0	4	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent18_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	274	45	4;04.24	4.33333	0	1	0	0	1	32	0	0	1	2	0	8	2	0	0	0	0	0	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent19_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	200	32	4;05.30	4.41667	0	0	0	0	0	19	0	0	0	4	4	7	0	0	1	0	0	6	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent1_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	188	60	3;10.23	3.83333	0	0	0	0	0	13	0	0	1	1	6	3	0	0	0	0	0	4	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent20_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	456	105	4;08.11	4.66667	0	0	0	10	3	37	1	0	2	0	0	2	4	0	3	0	0	8	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent21_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	245	53	4;09.17	4.75	0	0	1	0	0	25	0	0	0	0	3	2	3	0	1	0	0	4	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent22_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	302	45	4;09.17	4.75	0	1	0	2	2	24	0	0	3	1	2	0	2	0	0	0	0	3	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent2_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	206	56	3;10.23	3.83333	0	1	0	0	0	9	0	0	1	1	4	4	2	0	0	0	0	4	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent3_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	254	64	4;	4	0	1	0	6	0	26	0	0	0	6	7	2	0	0	4	0	0	3	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent4_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	301	66	4;	4	0	1	0	1	1	25	0	0	1	1	5	2	1	0	3	0	1	4	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent5_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	135	29	4;01.05	4.08333	0	0	1	0	0	5	0	0	0	0	0	6	0	0	0	0	0	3	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent6_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	110	20	4;01.05	4.08333	0	0	0	0	1	4	0	0	2	0	1	0	1	0	0	0	0	5	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent7_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	91	15	4;01.05	4.08333	0	0	0	0	1	7	0	0	0	1	0	0	0	0	0	0	0	1	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent8_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	244	49	4;01.05	4.08333	0	3	0	0	1	17	1	0	0	1	1	4	3	0	4	0	0	5	x
./ttg_perceo_clan/Enfants_Long_vincent_can_3.10-4.9_vincent9_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 LONG 	 CHI 	143	30	4;01.05	4.08333	0	0	0	0	0	13	0	0	0	0	0	2	1	0	1	0	0	5	x
./ttg_perceo_clan/Enfants_Trans_1-2_ans_nolan1_rej.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	447	308	1;09.17	1.75	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	2	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_Alix1_Lec_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	794	248	2;10.23	2.83333	0	11	0	2	1	39	0	0	0	0	0	0	13	0	1	0	0	11	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_Eva1_Mat_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	875	201	2;09.17	2.75	5	3	2	2	6	40	1	0	1	4	4	13	2	0	6	0	0	18	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_amelie1_bec.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	330	95	2;08.11	2.66667	0	1	1	0	1	13	0	0	0	0	0	0	3	0	0	0	0	1	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_antonin1_jou.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	552	230	2;09.17	2.75	0	13	0	0	1	36	2	0	1	0	0	5	2	0	0	0	0	10	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_clelie1_dup.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	214	69	2;05.30	2.41667	1	0	0	0	0	6	0	0	0	0	0	0	2	0	1	0	0	0	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_fantine1_mon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	376	85	2;10.23	2.83333	0	0	3	0	3	20	3	0	0	0	0	1	0	0	1	0	0	10	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_heloise1_gue.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	547	150	2;09.17	2.75	0	3	0	2	0	30	8	0	6	0	1	3	15	0	1	0	0	2	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_jordan1_ton.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	490	173	2;08.11	2.66667	0	2	0	0	2	22	8	0	1	0	0	0	1	0	11	0	0	7	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_laura1_can.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	223	83	2;09.17	2.75	0	1	0	6	1	18	2	0	0	0	0	1	9	0	0	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_lisa1_rhe.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	283	100	2;10.23	2.83333	1	0	1	0	1	3	1	0	1	0	0	0	2	0	1	0	0	12	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_louis1_tro.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1204	583	2;07.05	2.58333	1	15	5	0	0	32	6	0	0	0	1	0	0	0	1	0	0	12	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_louise1_sch.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	319	119	2;03.17	2.25	0	0	1	0	0	9	3	0	0	0	1	0	0	0	0	0	0	4	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_marianne1_vat.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	114	48	2;03.17	2.25	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_marion1_gui.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	370	92	2;07.05	2.58333	1	1	0	0	2	21	2	0	1	0	0	0	1	0	11	0	0	11	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_moustapha1_abd.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	364	88	2;10.23	2.83333	0	1	1	0	0	9	2	0	2	1	2	1	1	0	7	0	0	1	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_valentin1_bit.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1328	309	2;07.05	2.58333	1	0	1	4	7	50	5	0	2	2	2	5	0	0	5	0	0	35	x
./ttg_perceo_clan/Enfants_Trans_2-3_ans_victoire1_duc.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	568	405	2;04.23	2.33333	0	1	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	2	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Adelphe1_Per_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	680	110	3;07.05	3.58333	0	0	0	8	7	49	2	0	0	2	1	1	1	0	7	0	0	16	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Axel1_Gar_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	325	127	3;09.17	3.75	0	1	0	1	0	10	1	0	0	0	3	1	0	0	0	0	0	2	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Baptiste1_Kul_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	451	138	3;10.23	3.83333	0	1	0	1	5	28	1	0	1	0	2	4	2	0	1	0	0	14	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Baptiste1_Lec_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	527	73	3;10.23	3.83333	0	1	0	5	8	55	1	0	0	0	0	3	3	0	1	1	0	12	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Emy1_Sam_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	782	220	3;02.12	3.16667	0	0	0	1	1	28	1	0	3	0	0	0	1	0	3	0	0	6	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Enzo1_Nov_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	884	186	3;02.12	3.16667	0	0	0	5	15	30	5	0	0	0	2	4	3	0	16	0	0	15	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_Jeanne1_Dre_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1585	298	3;09.17	3.75	7	3	2	18	12	147	20	0	7	1	4	7	5	0	12	2	2	22	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_adeline1_gif.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	720	174	3;02.12	3.16667	0	3	0	9	3	49	0	0	0	0	1	8	1	0	6	0	0	19	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_alexandre1_bod.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	468	106	3;04.23	3.33333	0	0	1	0	0	17	0	0	3	0	0	0	1	0	4	0	0	15	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_alexandre1_dag.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	434	103	3;04.23	3.33333	0	2	0	4	2	14	2	0	1	0	0	1	3	0	2	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_alexandre1_lin.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	236	66	3;04.23	3.33333	0	1	0	0	0	17	1	0	3	0	2	1	1	0	0	0	1	8	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_alona1_leb.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	346	88	3;03.17	3.25	0	1	0	0	2	12	6	0	0	0	0	1	2	0	9	0	0	11	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_andrea1_uri.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	871	167	3;01.06	3.08333	2	4	0	3	8	22	5	0	0	0	3	3	4	0	12	0	2	23	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_anne1_roi.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	214	86	3;02.12	3.16667	0	1	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	4	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_armelle1_del.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	408	87	3;05.30	3.41667	0	1	0	3	0	23	3	0	0	0	0	4	1	0	3	0	0	7	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_awen1_cin.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1396	343	3;02.12	3.16667	4	19	3	6	11	74	3	0	9	1	2	3	3	0	11	4	0	36	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_baptiste1_gri.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3377	604	4;08.11	4.66667	5	20	2	13	34	282	22	0	7	4	5	16	12	0	26	3	5	119	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_baptiste1_zie.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1047	187	3;10.23	3.83333	2	2	5	26	9	69	1	0	1	6	2	2	4	0	6	2	0	25	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_cecile1_dan.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1579	336	3;10.23	3.83333	3	1	0	14	12	137	4	0	3	1	8	6	5	0	11	7	1	39	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_charlotte1_gir.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	435	216	2;03.17	2.25	0	0	0	0	0	4	0	0	0	0	1	1	0	0	1	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_clara1_dum.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1356	345	3;01.06	3.08333	1	2	2	5	9	57	9	0	10	3	1	1	14	0	5	1	0	45	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_clara1_lau.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	369	101	3;	3	0	3	0	2	3	7	0	0	1	0	2	6	2	0	2	0	0	6	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_clemence1_hal.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	336	97	3;02.12	3.16667	2	1	0	1	0	21	1	0	0	0	0	4	1	0	0	2	0	10	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_clement1_med.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	94	30	3;05.30	3.41667	0	0	0	1	0	7	0	0	0	2	0	0	1	0	0	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_clementine1_bas.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	374	96	3;08.11	3.66667	0	0	0	2	6	10	1	0	0	0	1	0	4	0	2	0	0	13	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_constance1_sch.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1976	596	3;01.06	3.08333	4	10	0	4	11	102	3	0	4	0	1	2	34	0	23	0	1	25	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_guillaume1_pol.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	405	103	3;	3	0	0	0	0	1	22	3	0	0	0	0	1	1	0	9	0	0	8	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_jonathan1_fra.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	531	101	3;10.23	3.83333	2	2	0	5	3	24	1	0	1	0	2	0	3	0	2	0	0	24	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_jules1_per.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1575	394	3;03.17	3.25	0	5	2	1	10	120	5	0	1	1	0	1	5	0	10	0	0	41	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_kelly1_ham.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	602	87	3;07.05	3.58333	0	0	0	2	9	43	0	0	0	0	1	0	4	0	4	0	0	21	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_leo1_rom.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1709	482	3;07.05	3.58333	3	3	3	2	10	67	9	0	7	1	4	3	9	0	15	0	0	52	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_leo1_roy.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	279	64	3;08.11	3.66667	0	0	0	9	2	21	2	0	0	3	2	0	0	0	5	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_loris1_peu.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	675	176	3;02.12	3.16667	1	5	1	5	5	21	1	0	5	0	0	5	7	0	4	0	0	9	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_lucie1_vic.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	3668	991	3;05.30	3.41667	25	14	2	73	34	182	15	0	11	2	6	6	23	0	37	10	1	80	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_lucile1_flo.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	470	127	3;	3	0	0	0	1	4	28	2	0	0	0	0	1	6	0	0	0	0	11	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_manon1_rej.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1066	303	3;04.23	3.33333	0	0	1	3	3	47	5	0	4	0	4	7	5	0	22	0	0	18	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_marianne1_ste.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	441	265	3;02.12	3.16667	0	1	0	0	1	6	0	0	0	0	0	1	0	0	3	0	0	2	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_melanie1_lem.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	213	50	3;09.17	3.75	0	1	0	1	0	8	0	0	0	0	1	3	0	0	2	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_naomi1_sli.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1795	452	3;02.12	3.16667	1	7	2	3	5	111	12	0	2	1	4	7	7	0	12	1	0	36	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_nathan1_mai.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	2290	560	3;02.12	3.16667	3	13	3	3	12	116	19	0	6	2	1	17	13	0	20	0	0	55	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_ophelie1_baq.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	996	282	3;02.12	3.16667	0	1	0	3	11	74	9	0	4	0	1	3	8	0	1	0	0	28	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_rose1_rou.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	315	82	3;01.06	3.08333	0	0	0	0	3	30	2	0	1	1	0	0	0	0	1	2	0	11	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_thibaud1_son.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	161	57	3;01.06	3.08333	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	5	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_thibault1_cor.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	250	87	3;08.11	3.66667	0	0	0	0	2	5	0	0	0	0	0	2	1	0	5	0	0	6	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_thibault1_lev.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	518	95	3;08.11	3.66667	1	1	1	4	3	43	3	0	0	4	0	4	0	0	1	0	0	18	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_thomas1_pel.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	257	105	3;07.05	3.58333	0	1	0	0	1	7	2	0	0	0	0	3	1	0	1	0	0	0	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_valentine1_bah.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	327	67	3;05.30	3.41667	0	1	0	1	2	21	1	0	3	0	0	1	0	0	3	0	0	4	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_yassine1_nic.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1838	370	3;09.17	3.75	2	3	0	1	12	101	16	0	4	1	4	10	13	0	17	4	0	47	x
./ttg_perceo_clan/Enfants_Trans_3-4_ans_youssef1_tor.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	642	115	3;10.23	3.83333	0	0	0	5	1	44	2	0	1	0	0	3	2	0	3	0	1	12	x
./ttg_perceo_clan/Enfants_Trans_4-5_ans_Aela1_Ber_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	1145	192	4;04.24	4.33333	0	2	0	4	5	85	9	0	0	0	3	1	6	0	5	2	1	31	x
./ttg_perceo_clan/Enfants_Trans_4-5_ans_Alicia1_Bre_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	175	58	4;10.23	4.83333	2	3	0	0	1	3	0	0	2	0	0	0	5	0	0	0	0	3	x
./ttg_perceo_clan/Enfants_Trans_4-5_ans_Cassandre1_And_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	712	166	4;09.17	4.75	0	0	1	0	5	36	3	0	3	0	0	1	5	0	5	0	0	14	x
./ttg_perceo_clan/Enfants_Trans_4-5_ans_Claire1_Kam_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	374	101	4;04.24	4.33333	1	0	1	4	4	23	4	0	1	1	1	2	6	0	7	0	0	10	x
./ttg_perceo_clan/Enfants_Trans_4-5_ans_Clementin1_Bat_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	311	72	4;	4	0	4	0	0	2	16	2	0	1	0	0	1	4	0	5	2	0	4	x
./ttg_perceo_clan/Enfants_Trans_4-5_ans_Cloe1_Tsc_Anon.tei_corpo2.tei_corpo_ttg.tei_corpo.cha 	 TRANS 	 CHI 	479	123	4;05.30	4.41667	1	0	0	2	2	26	1	0	2	0	0	0	0	0	7	0	0	10	x
