fichier	dossier	loc	age	utt	token	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	cest+que	ya+++qu	ya+qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-long-metaok/lionel4_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	460	5;05.30	0	1	0	10	0	34	2	1	0	2	2	3	1	1	0	0	0	0	0	5	
../tcof/chi-long-metaok/lionel5_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	235	5;07.05	0	0	0	9	1	21	0	0	0	1	1	3	0	0	0	0	0	2	0	2	
../tcof/chi-long-metaok/lionel6_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	15	939	5;08.11	3	0	0	4	3	66	6	0	2	0	2	4	1	0	0	0	0	0	1	8	
../tcof/chi-long-metaok/lionel7_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	540	5;09.17	0	0	0	1	4	28	0	0	2	2	1	5	0	0	1	0	0	0	0	2	
../tcof/chi-long-metaok/lionel8_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	648	5;10.23	2	3	0	14	1	41	6	0	4	1	2	2	1	0	0	0	0	3	0	13	
../tcof/chi-long-metaok/lionel9_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	9	441	5;10.23	0	0	0	0	0	29	0	0	0	1	1	8	0	0	0	0	0	0	0	4	
../tcof/chi-long-metaok/louise1_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	78	4;03.17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/louise2_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	122	4;04.24	0	0	0	0	0	8	1	0	0	1	2	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/louise3_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	131	4;07.05	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/louise4_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	178	4;08.11	0	0	0	0	4	4	0	0	0	0	0	1	1	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/louise5_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	151	4;08.11	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	1	0	1	
../tcof/chi-long-metaok/louise6_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	195	4;08.11	0	0	0	0	0	9	1	0	1	1	0	1	0	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/lucie1_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	416	5;03.17	1	0	0	1	1	32	0	0	5	0	1	7	1	1	0	0	0	0	0	4	
../tcof/chi-long-metaok/lucie2_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	413	5;04.24	0	0	0	0	3	23	0	1	2	0	1	6	2	2	0	0	0	1	1	4	
../tcof/chi-long-metaok/lucie3_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	392	5;05.30	0	0	0	0	3	28	1	1	2	1	1	8	0	0	1	1	0	1	0	3	
../tcof/chi-long-metaok/lucie4_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	417	5;05.30	0	0	0	0	0	26	0	0	3	0	1	5	1	1	0	0	0	0	0	1	
../tcof/chi-long-metaok/lucie5_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	462	5;07.05	1	0	0	6	2	32	8	1	6	0	3	1	0	0	0	0	0	4	0	1	
../tcof/chi-long-metaok/lucie6_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	465	5;08.11	0	1	0	1	2	32	4	2	2	1	4	2	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/lucie7_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	454	5;08.11	0	1	0	5	2	27	5	1	5	0	3	2	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/lucie8_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	8	415	5;10.23	0	1	0	2	2	28	0	0	5	0	1	7	0	0	0	0	0	1	0	4	
../tcof/chi-long-metaok/lucille1_cha.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	675	5;	0	0	0	10	4	37	6	0	10	1	1	2	2	1	2	1	0	2	0	5	
../tcof/chi-long-metaok/lucille2_cha.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	386	5;05.30	1	0	0	2	1	28	2	0	8	2	0	4	0	0	0	0	0	1	0	3	
../tcof/chi-long-metaok/lucille3_cha.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	652	5;07.05	0	0	0	9	5	47	6	0	6	2	0	2	1	0	1	0	0	0	1	3	
../tcof/chi-long-metaok/maelle1_rou.tei_corpo2.cpn.cex 	 LONG 	 CHI 	11	540	5;07.05	2	0	0	9	1	46	0	0	3	0	0	5	1	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/maelle2_rou.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	786	5;01.05	2	0	0	7	5	67	5	0	5	4	0	5	1	0	0	0	0	1	0	8	
../tcof/chi-long-metaok/maelle3_rou.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	537	5;01.09	0	1	0	15	6	36	0	0	3	1	0	1	1	0	1	0	0	1	0	1	
../tcof/chi-long-metaok/marie1_gue.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	317	4;01.05	0	0	0	8	4	20	5	0	0	0	0	0	0	0	0	0	0	0	0	8	
../tcof/chi-long-metaok/marie2_gue.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	718	5;	2	1	0	3	2	35	3	0	2	0	2	2	1	0	2	0	0	0	0	3	
../tcof/chi-long-metaok/marie3_gue.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	657	5;02.12	0	1	0	17	1	39	1	0	3	1	3	4	1	0	0	0	0	0	1	13	
../tcof/chi-long-metaok/sarah10_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	392	5;04.24	0	0	0	2	4	37	0	1	2	3	3	9	9	9	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah11_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	278	5;08.11	0	0	0	3	1	29	0	0	3	2	0	0	1	0	0	0	0	2	0	5	
../tcof/chi-long-metaok/sarah12_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	268	5;09.17	0	0	0	0	3	21	0	0	1	3	1	3	2	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah1_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	145	4;10.23	1	0	0	0	0	5	0	1	5	0	1	3	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah2_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	157	4;01.05	1	0	0	1	1	11	0	0	2	1	1	2	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah3_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	188	4;01.09	0	0	0	1	0	14	0	0	5	0	1	5	1	1	0	0	0	1	0	0	
../tcof/chi-long-metaok/sarah4_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	190	4;01.09	0	0	0	2	1	10	0	1	2	2	1	6	2	1	0	0	0	2	0	0	
../tcof/chi-long-metaok/sarah5_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	256	5;	0	1	0	6	4	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/sarah6_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	360	5;01.05	1	0	0	7	7	30	0	0	1	1	3	3	0	0	0	0	0	0	1	1	
../tcof/chi-long-metaok/sarah7_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	462	5;01.05	1	0	0	2	4	35	0	0	3	1	3	7	0	0	0	0	0	1	1	1	
../tcof/chi-long-metaok/sarah8_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	15	396	5;02.12	0	0	0	4	1	26	0	0	3	0	0	3	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/sarah9_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	198	5;03.17	0	0	0	2	0	23	1	1	1	1	0	1	1	1	0	0	0	1	0	1	
../tcof/chi-long-metaok/valentine1_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	276	5;05.30	2	0	0	1	2	21	0	0	1	1	1	3	1	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/valentine2_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	311	5;07.05	2	0	0	0	2	20	0	1	2	0	1	9	0	0	2	0	0	0	0	5	
../tcof/chi-long-metaok/valentine3_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	270	5;07.05	2	0	0	0	1	15	0	2	2	0	1	6	0	0	1	0	0	0	0	3	
../tcof/chi-long-metaok/valentine4_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	336	5;07.05	1	0	0	2	1	15	0	0	4	1	0	2	0	0	0	0	0	0	0	3	
../tcof/chi-long-metaok/valentine5_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	492	5;07.05	1	0	0	7	5	39	1	0	3	1	1	2	0	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/valentine6_sow.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	294	5;08.11	0	0	0	1	5	19	0	0	3	2	0	1	0	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/vincent10_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	133	4;03.17	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent11_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	10	210	4;04.24	0	0	0	0	0	11	2	0	2	0	0	2	2	2	0	0	0	0	0	1	
../tcof/chi-long-metaok/vincent12_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	116	4;04.24	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent13_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	3	174	4;04.24	0	0	0	1	0	14	0	0	0	1	0	3	1	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent14_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	135	4;04.24	0	0	0	0	0	5	0	0	1	0	0	2	1	1	0	0	0	0	0	2	
../tcof/chi-long-metaok/vincent15_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	211	4;04.24	0	0	0	0	0	22	0	0	1	0	1	3	1	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent16_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	68	4;04.24	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent17_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	0	216	4;05.30	0	0	0	1	0	18	0	0	1	0	1	4	0	0	0	0	0	1	0	0	
../tcof/chi-long-metaok/vincent18_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	278	4;05.30	0	0	0	0	0	37	0	0	1	1	2	8	2	2	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent19_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	200	4;07.05	0	0	0	0	0	19	0	0	1	5	0	7	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent1_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	186	3;01.06	0	0	0	0	0	14	0	0	0	2	4	3	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent20_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	8	464	4;09.17	0	0	0	18	1	40	1	0	2	0	0	5	1	1	0	0	0	0	0	4	
../tcof/chi-long-metaok/vincent21_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	4	248	4;10.23	0	0	0	1	0	27	0	0	0	0	3	4	3	3	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent22_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	302	4;10.23	0	1	0	3	1	29	0	0	3	1	0	1	1	1	1	0	0	0	0	0	
../tcof/chi-long-metaok/vincent2_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	5	210	3;01.09	0	0	0	0	0	9	0	0	2	3	1	3	2	2	0	0	0	0	0	1	
../tcof/chi-long-metaok/vincent3_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	253	4;	0	0	0	6	0	23	0	0	0	9	0	3	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent4_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	7	311	4;	0	0	0	1	0	19	0	0	0	1	0	3	1	1	0	0	0	0	1	1	
../tcof/chi-long-metaok/vincent5_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	2	143	4;01.05	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent6_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	6	120	4;01.05	0	0	0	0	0	4	0	1	2	0	1	0	1	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent7_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	1	92	4;01.05	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
../tcof/chi-long-metaok/vincent8_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	13	248	4;02.12	0	0	0	0	0	17	1	0	0	2	0	4	3	3	1	0	0	0	0	0	
../tcof/chi-long-metaok/vincent9_can.tei_corpo2.cpn.cex 	 LONG 	 CHI 	10	144	4;02.12	0	0	0	0	0	10	0	0	0	0	0	3	1	1	0	0	0	0	0	0	
../tcof/chi-long-metaok/adrien1_bia.tei_corpo2.cpn.cex 	 LONG 	 ADU 	63	609	20;	1	1	0	2	7	42	4	0	1	1	0	3	9	4	2	1	0	1	0	13	
../tcof/chi-long-metaok/adrien2_bia.tei_corpo2.cpn.cex 	 LONG 	 ADU 	35	682	20;	0	0	0	2	9	47	4	0	3	2	1	8	4	2	1	1	0	4	0	6	
../tcof/chi-long-metaok/adrien3_bia.tei_corpo2.cpn.cex 	 LONG 	 ADU 	33	891	20;	2	0	0	0	5	73	3	0	9	0	0	0	5	2	3	0	0	3	0	4	
../tcof/chi-long-metaok/Akoub15_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	35	1248	29;	2	2	0	2	6	74	7	5	14	4	3	6	2	1	1	0	0	2	0	11	
../tcof/chi-long-metaok/Akoub16_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	16	1006	29;	13	0	0	4	8	67	2	5	9	5	5	8	4	0	0	0	0	6	0	11	
../tcof/chi-long-metaok/Alhem1_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	14	662	29;	0	0	0	0	8	26	2	4	9	4	4	14	1	0	0	0	0	3	0	1	
../tcof/chi-long-metaok/Alhem2_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	8	633	29;	0	0	0	2	1	25	1	4	9	1	3	11	0	0	0	0	0	0	0	3	
../tcof/chi-long-metaok/Alhem3_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	7	748	29;	0	0	0	2	9	51	1	3	9	3	3	13	4	1	0	0	0	2	0	3	
../tcof/chi-long-metaok/Alhem4_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	7	730	29;	3	0	0	2	2	27	3	4	13	0	3	9	2	0	0	0	0	0	0	4	
../tcof/chi-long-metaok/Cassandra11_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	28	764	30;	3	1	0	1	10	32	0	1	3	0	1	9	3	0	0	0	0	1	2	5	
../tcof/chi-long-metaok/Cassandra12_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	29	1259	30;	3	3	0	3	11	81	1	1	18	4	4	3	3	2	3	0	0	3	0	7	
../tcof/chi-long-metaok/celia10_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	12	302	26;	0	0	0	1	8	14	0	0	2	0	3	1	2	1	0	0	0	0	0	2	
../tcof/chi-long-metaok/celia11_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	258	26;	0	0	0	1	2	15	0	0	2	1	2	5	0	0	1	1	0	0	1	3	
../tcof/chi-long-metaok/celia12_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	221	26;	0	0	0	5	4	19	0	0	0	0	0	2	3	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/celia1_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	25	803	26;	3	0	0	0	2	42	0	0	4	0	9	11	3	1	0	0	0	0	0	3	
../tcof/chi-long-metaok/celia1_gav.tei_corpo2.cpn.cex 	 LONG 	 ADU 	23	1053	20;	0	2	0	0	13	86	1	0	8	2	1	2	6	4	4	0	0	3	2	4	
../tcof/chi-long-metaok/celia2_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	15	420	26;	0	0	0	0	1	17	1	0	3	0	3	9	1	1	0	0	0	1	0	4	
../tcof/chi-long-metaok/celia2_gav.tei_corpo2.cpn.cex 	 LONG 	 ADU 	9	869	20;	5	3	0	4	4	77	0	2	9	6	4	1	1	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/celia3_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	5	221	26;	1	0	0	1	3	22	0	0	0	0	1	2	2	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/celia3_gav.tei_corpo2.cpn.cex 	 LONG 	 ADU 	7	713	20;	0	1	0	1	2	63	0	0	4	3	0	5	0	0	1	0	0	8	0	2	
../tcof/chi-long-metaok/celia4_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	6	443	26;	1	0	0	1	2	26	2	0	3	0	7	3	1	0	0	0	0	1	0	3	
../tcof/chi-long-metaok/celia5_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	11	534	40;02.12	0	0	0	1	4	40	0	2	2	0	0	10	1	0	0	0	0	1	0	4	
../tcof/chi-long-metaok/celia6_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	3	335	26;	1	0	0	0	0	14	0	3	6	2	1	4	1	0	0	0	0	2	0	0	
../tcof/chi-long-metaok/celia7_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	14	447	40;02.12	0	0	0	0	7	20	0	1	6	0	1	11	1	0	0	0	0	1	0	2	
../tcof/chi-long-metaok/celia8_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	13	458	40;02.12	2	1	0	4	2	30	3	0	4	1	1	1	2	0	0	0	0	2	0	5	
../tcof/chi-long-metaok/celia9_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	5	150	26;	0	0	0	0	0	6	1	1	0	0	0	5	0	0	0	0	0	2	0	0	
../tcof/chi-long-metaok/fanny1_cha.tei_corpo2.cpn.cex 	 LONG 	 ADU 	64	618	20;	0	0	0	4	7	25	2	0	0	3	1	2	6	2	3	3	0	1	0	9	
../tcof/chi-long-metaok/fanny2_cha.tei_corpo2.cpn.cex 	 LONG 	 ADU 	38	478	20;	0	1	0	0	4	35	4	0	0	0	1	1	4	3	2	1	0	0	4	1	
../tcof/chi-long-metaok/fanny3_cha.tei_corpo2.cpn.cex 	 LONG 	 ADU 	53	673	20;	0	0	0	2	8	73	0	0	1	0	1	2	6	3	1	0	0	1	0	5	
../tcof/chi-long-metaok/Ferdinand3_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	8	668	31;	0	0	0	5	1	32	0	2	4	1	0	3	0	0	0	0	0	1	0	3	
../tcof/chi-long-metaok/Ferdinand4_Can_Anon.tei_corpo2.cpn.cex 	 LONG 	 ADU 	9	757	31;	2	0	0	2	5	36	1	0	6	1	2	18	1	0	0	0	0	3	0	5	
../tcof/chi-long-metaok/gaelle1_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	57	653	25;	5	0	0	0	5	56	0	0	2	1	5	4	1	1	0	0	0	0	0	2	
../tcof/chi-long-metaok/gaelle2_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	85	897	25;	1	0	0	0	8	75	1	0	4	0	8	7	2	1	1	0	0	2	0	10	
../tcof/chi-long-metaok/gaelle3_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	60	825	25;	3	0	0	1	7	59	0	0	2	0	5	7	1	0	0	0	0	0	0	8	
../tcof/chi-long-metaok/gaelle4_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	48	511	25;	0	0	0	1	9	46	1	1	1	0	2	6	4	0	0	0	0	0	0	4	
../tcof/chi-long-metaok/gaelle5_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	33	396	25;	0	0	0	0	3	41	0	0	0	0	2	3	0	0	0	0	0	2	0	3	
../tcof/chi-long-metaok/gaelle6_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	47	734	25;	2	0	0	0	2	69	0	0	3	0	3	17	1	1	0	0	0	2	0	7	
../tcof/chi-long-metaok/garance1_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	63	836	25;	4	0	0	1	6	94	1	0	3	0	6	5	1	1	0	0	0	0	0	7	
../tcof/chi-long-metaok/garance2_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	19	371	25;	2	0	0	1	3	24	0	0	1	0	3	4	0	0	0	0	0	0	0	3	
../tcof/chi-long-metaok/garance3_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	41	804	25;	1	0	0	6	7	83	0	0	2	8	0	15	1	0	0	0	0	0	1	6	
../tcof/chi-long-metaok/garance4_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	34	581	25;	0	0	0	1	8	62	1	0	3	1	1	8	0	0	1	0	0	0	0	7	
../tcof/chi-long-metaok/garance5_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	27	440	25;	1	0	0	0	7	46	1	0	4	3	1	8	0	0	1	1	0	0	0	1	
../tcof/chi-long-metaok/garance6_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	30	643	25;	0	0	0	0	2	58	0	0	2	0	2	18	1	0	0	0	0	2	0	3	
../tcof/chi-long-metaok/hector1_aub.tei_corpo2.cpn.cex 	 LONG 	 ADU 	6	492	20;	1	0	0	7	3	25	2	0	3	0	1	1	5	0	1	0	0	0	0	8	
../tcof/chi-long-metaok/hector2_aub.tei_corpo2.cpn.cex 	 LONG 	 ADU 	12	419	20;	0	0	0	5	8	25	0	0	2	1	0	7	2	0	0	0	0	4	0	4	
../tcof/chi-long-metaok/hector3_aub.tei_corpo2.cpn.cex 	 LONG 	 ADU 	12	334	20;	0	1	0	2	8	17	1	0	2	0	1	1	2	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/hugo1_bar.tei_corpo2.cpn.cex 	 LONG 	 ADU 	94	2432	20;	9	8	0	26	34	187	10	1	14	12	12	15	14	5	4	0	0	8	1	16	
../tcof/chi-long-metaok/hugo1_gre.tei_corpo2.cpn.cex 	 LONG 	 ADU 	38	377	20;	0	0	0	1	5	16	2	0	1	3	2	2	5	4	2	0	0	0	0	5	
../tcof/chi-long-metaok/hugo2_bar.tei_corpo2.cpn.cex 	 LONG 	 ADU 	110	3068	20;	8	6	0	11	39	236	15	2	17	14	16	18	22	4	8	1	0	5	5	11	
../tcof/chi-long-metaok/hugo2_gre.tei_corpo2.cpn.cex 	 LONG 	 ADU 	34	794	20;	0	0	0	1	5	53	1	0	10	0	0	8	4	2	1	0	0	0	0	10	
../tcof/chi-long-metaok/hugo3_bar.tei_corpo2.cpn.cex 	 LONG 	 ADU 	65	2979	20;	6	16	0	26	53	250	18	1	24	8	19	15	16	1	10	0	0	8	10	9	
../tcof/chi-long-metaok/hugo3_gre.tei_corpo2.cpn.cex 	 LONG 	 ADU 	84	2324	20;	3	1	0	12	16	140	3	0	21	14	10	16	9	1	1	0	0	0	1	15	
../tcof/chi-long-metaok/india1_bru.tei_corpo2.cpn.cex 	 LONG 	 ADU 	46	350	40;02.12	2	0	0	0	7	21	3	0	3	0	1	0	5	2	1	1	0	0	0	3	
../tcof/chi-long-metaok/india2_bru.tei_corpo2.cpn.cex 	 LONG 	 ADU 	36	394	40;02.12	1	0	0	5	0	19	1	0	2	0	1	2	3	1	0	0	0	0	0	7	
../tcof/chi-long-metaok/india3_bru.tei_corpo2.cpn.cex 	 LONG 	 ADU 	30	447	40;02.12	0	0	0	1	7	43	6	0	2	0	4	1	3	3	1	0	0	1	0	3	
../tcof/chi-long-metaok/lionel1_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	18	412	22;	1	0	0	9	1	32	2	0	0	0	1	0	2	1	0	0	0	0	0	7	
../tcof/chi-long-metaok/lionel2_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	11	216	22;	0	0	0	0	0	18	0	0	3	1	1	5	0	0	0	0	0	0	0	1	
../tcof/chi-long-metaok/lionel3_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	10	249	22;	0	0	0	2	1	24	0	0	1	2	1	9	1	0	0	0	0	1	1	0	
../tcof/chi-long-metaok/lionel4_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	45	1393	22;	0	2	0	22	3	81	4	6	14	4	5	19	2	0	1	0	0	1	1	11	
../tcof/chi-long-metaok/lionel5_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	6	255	22;	1	0	0	4	1	13	0	0	1	1	2	7	1	0	0	0	0	0	0	2	
../tcof/chi-long-metaok/lionel6_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	77	3065	23;	14	7	0	15	21	223	21	3	18	1	6	16	10	2	0	0	0	3	5	33	
../tcof/chi-long-metaok/lionel7_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	18	1097	23;	0	2	0	1	18	66	2	1	9	8	2	18	5	3	0	0	0	2	1	6	
../tcof/chi-long-metaok/lionel8_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	29	1516	23;	2	7	0	5	4	118	11	5	15	3	6	8	1	0	0	0	0	4	0	9	
../tcof/chi-long-metaok/lionel9_can.tei_corpo2.cpn.cex 	 LONG 	 ADU 	32	1129	23;	1	0	0	4	8	81	3	5	7	2	1	23	3	1	0	0	0	2	1	10	
../tcof/chi-long-metaok/louise1_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	41	596	25;	6	0	0	2	3	51	0	0	3	1	5	4	0	0	1	1	0	0	0	3	
../tcof/chi-long-metaok/louise2_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	41	545	25;	3	0	0	2	5	40	1	0	2	0	5	5	1	0	0	0	0	0	0	6	
../tcof/chi-long-metaok/louise3_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	24	512	25;	1	0	0	1	2	40	0	0	2	0	6	6	4	1	0	0	0	0	0	5	
../tcof/chi-long-metaok/louise4_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	38	479	25;	0	0	0	3	14	42	0	0	2	0	4	1	1	0	0	0	0	3	0	9	
../tcof/chi-long-metaok/louise5_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	33	371	25;	1	0	0	0	2	31	0	0	1	0	5	1	1	1	0	0	0	1	0	2	
../tcof/chi-long-metaok/louise6_sow.tei_corpo2.cpn.cex 	 LONG 	 ADU 	33	705	25;	1	0	0	0	6	52	1	0	3	1	3	17	6	1	0	0	0	3	0	4	
