fichier	dossier	loc	age	utt	token	FUT	CONJ	SUBJ	INF	prorel	conj	comme	PPRE	prep+inf	n+conj+det	n+adj	n+prep+n	cest+++que	cest+que	ya+++qu	ya+qu	v+inf	dit+qu	plus+qu	proobj
../tcof/chi-trans-metaok/manon1_lag.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	10	282	5;08.11	1	0	0	1	2	22	1	0	1	0	2	0	1	0	1	0	0	0	0	5	
../tcof/chi-trans-metaok/manon1_rej.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	18	1092	3;05.30	0	0	0	2	4	52	5	0	5	0	4	3	5	1	0	0	0	0	0	6	
../tcof/chi-trans-metaok/margaux1_gil.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	22	1012	5;	0	6	0	8	7	44	7	0	4	0	0	2	2	1	1	0	0	1	0	13	
../tcof/chi-trans-metaok/margot1_koe.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	4	442	5;03.17	0	0	0	1	2	45	1	0	3	0	2	1	2	1	0	0	0	1	1	2	
../tcof/chi-trans-metaok/marianne1_ste.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	2	440	3;03.17	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	
../tcof/chi-trans-metaok/marianne1_vat.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	2	116	2;03.17	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/marion1_gui.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	5	382	2;09.17	1	0	0	0	3	24	2	0	2	0	0	0	1	0	0	0	0	0	0	4	
../tcof/chi-trans-metaok/mathieu1_car.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	7	449	5;07.05	0	0	0	32	3	43	6	0	0	0	0	3	3	0	0	0	0	0	0	9	
../tcof/chi-trans-metaok/mathilde1_ham.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	7	372	5;04.24	0	0	0	0	0	22	0	0	1	0	1	0	2	1	0	0	0	0	0	4	
../tcof/chi-trans-metaok/mathilde1_ric.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	7	675	5;08.11	1	1	0	2	12	38	5	0	3	1	7	3	3	0	2	0	0	2	0	5	
../tcof/chi-trans-metaok/maurine1_her.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	25	1073	5;05.30	0	6	0	5	4	78	14	0	5	10	5	3	3	2	1	1	0	4	1	9	
../tcof/chi-trans-metaok/melanie1_lem.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	1	225	3;10.23	0	0	0	4	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/morgane1_mar.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	8	847	4;01.05	6	1	0	2	4	58	11	0	8	6	3	2	3	1	0	0	0	1	4	11	
../tcof/chi-trans-metaok/moustapha1_abd.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	5	367	2;01.09	0	0	0	0	0	7	2	0	2	1	1	1	1	1	0	0	0	0	0	1	
../tcof/chi-trans-metaok/naomi1_sli.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	36	1857	3;03.17	1	0	0	4	10	105	17	0	3	1	5	11	7	4	1	0	0	0	0	9	
../tcof/chi-trans-metaok/nathan1_mai.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	110	2350	3;03.17	1	0	0	1	16	116	19	0	7	1	4	15	13	7	0	0	0	0	0	21	
../tcof/chi-trans-metaok/nolan1_rej.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	4	449	1;01.06	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/ophelie1_baq.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	9	1018	3;02.12	0	0	0	3	7	60	9	0	2	1	0	2	4	1	0	0	0	0	0	3	
../tcof/chi-trans-metaok/oscar1_fri.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	2	538	4;	0	0	0	4	0	40	2	0	1	6	0	2	2	1	0	0	0	0	3	2	
../tcof/chi-trans-metaok/pauline1_man.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	8	677	4;07.05	3	0	0	6	7	56	1	0	2	2	1	2	6	0	1	0	0	0	0	8	
../tcof/chi-trans-metaok/raphael1_leg.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	22	1035	4;	0	0	0	14	6	81	4	0	1	0	2	6	8	3	5	3	0	0	0	8	
../tcof/chi-trans-metaok/remi1_did.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	29	1485	5;03.17	1	0	0	15	11	86	10	0	9	3	2	8	3	0	2	0	0	1	1	17	
../tcof/chi-trans-metaok/robin1_lem.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	6	460	5;05.30	0	0	0	19	12	27	1	0	1	0	2	0	6	1	0	0	0	0	0	5	
../tcof/chi-trans-metaok/romy1_tha.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	5	762	5;07.05	0	0	0	10	6	85	5	0	2	3	2	4	3	1	0	0	0	1	0	3	
../tcof/chi-trans-metaok/rose1_rou.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	4	322	3;01.06	0	0	0	1	1	29	2	0	0	1	0	0	0	0	0	0	0	1	0	2	
../tcof/chi-trans-metaok/samuel1_len.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	24	478	5;	1	0	0	0	2	29	0	0	0	3	0	5	7	4	0	0	0	1	0	6	
../tcof/chi-trans-metaok/sarah1_fra.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	11	534	4;08.11	0	3	0	1	1	26	2	0	0	3	0	0	0	0	0	0	0	0	0	4	
../tcof/chi-trans-metaok/sebastien1_bou.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	16	313	5;	0	0	0	3	1	26	1	0	2	0	0	0	5	1	0	0	0	0	1	0	
../tcof/chi-trans-metaok/thibaud1_son.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	1	161	3;01.06	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	1	0	0	0	1	
../tcof/chi-trans-metaok/thibault1_cor.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	2	255	3;10.23	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	1	
../tcof/chi-trans-metaok/thibault1_lev.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	10	557	3;10.23	1	1	0	4	2	43	3	0	1	6	0	3	0	0	1	1	0	0	0	6	
../tcof/chi-trans-metaok/thibaut1_der.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	1	193	5;04.24	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	
../tcof/chi-trans-metaok/thomas1_pel.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	7	261	3;09.17	0	0	0	0	1	6	4	0	0	0	0	3	1	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/tidiane1_ecc.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	9	871	4;09.17	0	0	0	2	3	88	6	0	2	1	0	5	5	0	0	0	0	1	1	2	
../tcof/chi-trans-metaok/valentin1_bit.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	13	1362	2;09.17	0	0	0	1	11	49	7	0	3	3	11	7	0	0	1	0	0	0	0	17	
../tcof/chi-trans-metaok/valentin1_lan.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	2	394	5;01.05	5	1	0	7	4	28	0	0	2	0	1	2	2	0	1	0	0	1	0	1	
../tcof/chi-trans-metaok/valentine1_bah.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	7	349	3;07.05	0	0	0	2	7	21	1	0	3	0	0	0	0	0	0	0	0	0	0	3	
../tcof/chi-trans-metaok/victoire1_duc.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	6	572	2;05.30	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/walid1_mat.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	16	684	4;05.30	0	0	0	7	4	41	2	0	2	2	5	2	1	0	0	0	0	0	1	6	
../tcof/chi-trans-metaok/xaviere1_leg.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	9	691	4;	0	0	0	4	2	72	13	0	2	0	0	3	2	0	0	0	0	0	0	1	
../tcof/chi-trans-metaok/yassine1_nic.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	24	1925	3;01.06	3	2	0	1	8	99	18	0	4	3	6	7	8	3	0	0	0	4	0	10	
../tcof/chi-trans-metaok/youssef1_tor.tei_corpo2.cpn.cex 	 TRANS 	 CHI 	13	678	3;01.09	0	0	0	5	2	58	2	0	1	0	0	4	2	0	0	0	0	0	0	4	
../tcof/chi-trans-metaok/adeline1_gif.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	71	654	18;	0	0	0	2	8	58	0	0	1	1	0	3	5	3	0	0	0	0	0	3	
../tcof/chi-trans-metaok/adeline1_sch.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	23	189	18;	0	0	0	1	2	10	0	0	0	1	0	0	1	0	0	0	0	0	0	5	
../tcof/chi-trans-metaok/Adelphe1_Per_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	54	925	20;	1	0	0	5	7	72	0	0	5	4	2	4	10	7	3	3	0	0	0	11	
../tcof/chi-trans-metaok/Aela1_Ber_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	27	503	18;	0	0	0	1	4	21	5	0	0	1	1	2	8	4	0	0	0	0	0	5	
../tcof/chi-trans-metaok/Alban1_Tah_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	29	732	19;	2	1	0	6	6	36	1	0	1	3	0	8	5	1	0	0	0	2	0	6	
../tcof/chi-trans-metaok/alexandre1_bod.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	55	614	18;	2	0	0	1	3	30	4	0	1	0	1	2	3	3	2	2	0	0	0	11	
../tcof/chi-trans-metaok/alexandre1_dag.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	36	684	40;02.12	1	1	0	2	4	40	2	0	3	0	2	2	4	2	0	0	0	0	0	2	
../tcof/chi-trans-metaok/alexandre1_lin.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	44	476	40;02.12	1	1	0	1	4	19	2	0	5	0	3	3	4	4	0	0	0	2	0	4	
../tcof/chi-trans-metaok/alexis1_ras.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	32	903	40;02.12	1	0	0	2	1	58	4	0	2	1	1	0	2	1	0	0	0	0	0	8	
../tcof/chi-trans-metaok/alice1_cor.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	52	378	40;02.12	0	0	0	0	5	16	2	0	0	1	0	1	8	7	0	0	0	0	0	3	
../tcof/chi-trans-metaok/Alicia1_Bre_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	14	847	20;	3	3	0	4	3	44	3	1	7	2	8	5	4	1	0	0	0	0	0	1	
../tcof/chi-trans-metaok/aline1_gan.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	109	1036	40;02.12	0	0	0	12	8	53	1	0	3	2	1	3	14	7	0	0	0	0	4	7	
../tcof/chi-trans-metaok/aline1_ron.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	66	696	40;02.12	2	5	0	4	11	29	1	0	1	1	11	3	3	2	0	0	0	1	1	6	
../tcof/chi-trans-metaok/alissa1_cas.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	16	378	40;02.12	0	0	0	15	2	18	0	0	2	1	2	2	2	2	0	0	0	1	0	2	
../tcof/chi-trans-metaok/Alix1_Lec_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	64	2237	18;	1	0	0	4	12	100	15	0	17	5	5	12	9	3	2	0	0	0	1	18	
../tcof/chi-trans-metaok/alona1_leb.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	25	421	40;02.12	0	0	0	0	4	15	3	0	0	1	0	1	4	4	0	0	0	0	0	22	
../tcof/chi-trans-metaok/amelie1_bec.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	49	447	40;02.12	1	0	0	0	6	27	1	0	2	0	1	2	5	5	1	1	0	1	0	1	
../tcof/chi-trans-metaok/anais1_men.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	106	1353	40;02.12	9	1	0	29	6	84	13	0	7	0	0	2	3	1	0	0	0	0	0	12	
../tcof/chi-trans-metaok/andrea1_car.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	47	633	20;	2	0	0	1	5	36	0	1	0	1	1	0	13	8	1	1	0	2	0	4	
../tcof/chi-trans-metaok/andrea1_uri.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	116	1036	19;	1	0	0	2	6	64	6	0	1	0	0	2	23	19	0	0	0	2	0	11	
../tcof/chi-trans-metaok/anne1_roi.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	54	721	40;02.12	0	4	0	3	15	56	2	0	5	0	0	2	3	1	0	0	0	4	0	2	
../tcof/chi-trans-metaok/antoine1_nus.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	44	853	40;02.12	2	3	0	19	10	70	6	1	6	2	3	14	3	2	1	1	0	1	1	8	
../tcof/chi-trans-metaok/Antonin1_Jer_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	33	1685	19;01.09	3	7	0	14	12	96	7	4	20	1	4	10	7	4	0	0	0	0	3	5	
../tcof/chi-trans-metaok/antonin1_jou.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	166	3001	20;	3	5	0	11	38	201	11	0	9	7	7	20	29	14	4	0	0	7	2	24	
../tcof/chi-trans-metaok/armelle1_del.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	15	448	40;02.12	0	0	0	6	4	32	3	0	0	0	1	1	0	0	0	0	0	0	1	4	
../tcof/chi-trans-metaok/awen1_cin.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	79	1781	40;02.12	4	10	0	15	11	101	14	0	5	0	10	4	5	0	1	0	0	2	0	15	
../tcof/chi-trans-metaok/Axel1_Gar_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	124	1566	18;	2	1	0	5	11	96	1	1	19	3	5	2	18	12	5	5	0	0	1	8	
../tcof/chi-trans-metaok/Axel1_Jac_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	23	722	40;02.12	3	1	0	5	5	52	3	0	4	1	2	9	8	3	2	0	0	1	0	4	
../tcof/chi-trans-metaok/baptiste1_gri.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	0	1990	20;	3	3	0	17	21	96	13	0	13	2	5	14	24	12	5	4	0	1	0	17	
../tcof/chi-trans-metaok/Baptiste1_Kul_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	131	1379	19;	4	2	0	3	9	100	10	0	3	1	7	3	10	8	2	2	0	3	1	8	
../tcof/chi-trans-metaok/Baptiste1_Lec_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	24	481	20;	0	0	0	3	5	23	0	0	0	1	0	2	10	7	0	0	0	0	0	3	
../tcof/chi-trans-metaok/baptiste1_lel.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	60	1913	40;02.12	0	4	0	6	30	94	14	0	14	0	12	6	11	4	0	0	0	1	2	21	
../tcof/chi-trans-metaok/baptiste1_zie.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	67	624	40;02.12	0	0	0	12	7	39	2	0	2	3	5	3	5	2	0	0	0	0	1	8	
../tcof/chi-trans-metaok/benedicte1_let.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	113	2069	40;02.12	14	5	0	8	16	114	8	0	8	4	4	7	11	1	0	0	0	2	2	22	
../tcof/chi-trans-metaok/bengaly1_can.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	12	714	30;	2	0	0	2	2	30	0	4	7	2	4	13	1	0	0	0	0	1	0	5	
../tcof/chi-trans-metaok/camille1_bar.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	26	280	40;02.12	1	5	0	11	1	15	0	0	2	0	0	1	0	0	0	0	0	0	0	0	
../tcof/chi-trans-metaok/camille1_mer.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	54	652	40;02.12	0	3	0	2	7	57	4	0	1	0	0	0	10	8	0	0	0	0	0	3	
../tcof/chi-trans-metaok/Camille1_Sil_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	44	429	19;	0	2	0	14	5	26	0	0	2	0	1	0	6	3	0	0	0	1	0	3	
../tcof/chi-trans-metaok/Capucine1_San_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	99	1725	40;02.12	15	0	0	13	16	131	9	1	21	2	3	11	12	5	5	1	0	1	3	7	
../tcof/chi-trans-metaok/Carla1_Con_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	64	965	40;02.12	4	2	0	2	11	48	3	0	6	0	6	8	20	15	0	0	0	3	0	3	
../tcof/chi-trans-metaok/Cassandre1_And_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	40	658	40;02.12	0	0	0	2	4	32	13	0	2	0	1	2	16	12	1	0	0	0	1	7	
../tcof/chi-trans-metaok/cecile1_dan.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	78	2611	19;	11	3	0	26	14	138	21	0	8	4	6	9	21	8	0	0	0	11	1	15	
../tcof/chi-trans-metaok/celene1_ber.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	213	3524	20;	18	3	0	22	28	255	9	0	13	4	6	17	29	20	5	3	0	3	0	30	
../tcof/chi-trans-metaok/charlotte1_gir.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	279	1754	20;	0	0	0	0	19	219	0	0	5	2	4	4	34	28	2	1	0	1	0	2	
../tcof/chi-trans-metaok/charlotte1_leb.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	41	441	40;02.12	0	0	0	1	9	21	1	0	2	0	2	3	10	5	0	0	0	0	0	1	
../tcof/chi-trans-metaok/chloe1_fau.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	84	1613	19;	9	1	0	5	12	110	6	1	4	0	5	11	27	20	3	1	0	2	1	13	
../tcof/chi-trans-metaok/Claire1_Kam_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	43	1148	20;	4	1	0	15	15	85	9	1	4	1	7	6	14	10	3	1	0	2	2	8	
../tcof/chi-trans-metaok/clara1_dum.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	155	2749	20;	0	1	0	14	37	185	18	0	22	2	15	8	23	10	1	1	0	6	1	22	
../tcof/chi-trans-metaok/clara1_lau.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	61	544	40;02.12	1	8	0	6	4	37	4	0	3	0	3	10	7	2	1	1	0	0	0	7	
../tcof/chi-trans-metaok/clelie1_dup.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	37	399	40;02.12	0	0	0	0	3	18	1	0	1	1	0	1	8	7	0	0	0	1	0	0	
../tcof/chi-trans-metaok/clemence1_bra.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	27	289	40;02.12	0	2	0	0	5	25	1	0	6	1	1	0	5	3	0	0	0	0	0	2	
../tcof/chi-trans-metaok/clemence1_hal.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	67	821	40;02.12	11	0	0	1	10	51	5	0	1	7	2	5	5	4	0	0	0	0	1	10	
../tcof/chi-trans-metaok/clement1_med.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	108	517	20;	0	0	0	6	0	31	0	0	1	1	0	0	2	2	0	0	0	0	0	2	
../tcof/chi-trans-metaok/Clementin1_Bat_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	36	781	19;	0	0	0	3	8	42	6	0	13	3	1	4	10	6	1	1	0	3	0	4	
../tcof/chi-trans-metaok/clementine1_bas.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	58	483	40;02.12	0	1	0	0	5	30	1	0	1	0	2	2	2	1	0	0	0	0	1	5	
../tcof/chi-trans-metaok/cleophee1_pie.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	49	1163	20;	9	4	0	14	14	70	9	0	5	0	1	2	13	6	1	0	0	1	1	14	
../tcof/chi-trans-metaok/Cloe1_Tsc_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	79	1123	20;	0	1	0	3	4	112	2	0	10	2	2	1	4	3	0	0	0	2	1	4	
../tcof/chi-trans-metaok/constance1_sch.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	235	4752	21;	20	4	0	35	26	281	20	2	26	4	3	13	33	15	9	4	0	8	4	61	
../tcof/chi-trans-metaok/constant1_pap.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	104	1375	19;	5	1	0	3	3	59	5	0	5	0	9	5	10	6	0	0	0	3	0	7	
../tcof/chi-trans-metaok/Coralie1_Arn_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	112	2692	18;	4	1	0	22	18	105	11	1	11	0	3	7	26	14	1	1	0	0	4	37	
../tcof/chi-trans-metaok/Corentin1_Ber_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	143	1426	21;	8	4	0	3	6	67	3	0	11	2	3	13	14	10	1	1	0	0	0	9	
../tcof/chi-trans-metaok/corentin1_boi.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	257	6674	20;	16	23	0	143	50	324	29	9	45	11	41	51	41	20	5	3	0	11	6	45	
../tcof/chi-trans-metaok/Dania1_Col_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	84	689	22;	1	0	0	2	7	49	3	0	5	5	2	4	6	5	0	0	0	0	1	3	
../tcof/chi-trans-metaok/elea1_cur.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	65	2050	25;	12	4	0	12	21	132	10	0	6	2	7	9	16	9	4	1	0	4	0	15	
../tcof/chi-trans-metaok/Elif1_Ber_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	121	1245	40;02.12	2	2	0	4	13	78	9	0	2	1	3	9	26	25	1	0	0	5	0	12	
../tcof/chi-trans-metaok/Eliott1_Chi_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	59	1519	20;	2	8	0	5	12	84	15	1	8	2	13	10	8	4	0	0	0	0	0	8	
../tcof/chi-trans-metaok/Elise1_Hel_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	59	438	20;	4	0	0	5	4	13	0	0	1	0	0	2	2	1	0	0	0	2	0	3	
../tcof/chi-trans-metaok/Elliot1_Dem_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	77	1469	21;	4	1	0	4	8	54	5	0	6	3	1	5	19	16	3	0	0	0	0	11	
../tcof/chi-trans-metaok/emilie1_rig.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	52	466	40;02.12	0	0	0	1	3	47	1	0	3	0	2	4	3	1	1	0	0	0	0	0	
../tcof/chi-trans-metaok/Emy1_Sam_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	101	1585	20;	5	1	0	4	11	74	13	0	10	0	3	8	11	9	1	0	0	1	2	9	
../tcof/chi-trans-metaok/Engi1_Hur_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	48	1167	40;02.12	2	0	0	2	5	73	5	0	1	1	5	16	8	6	0	0	0	2	0	4	
../tcof/chi-trans-metaok/Enzo1_Nov_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	70	1003	22;	0	0	0	4	9	43	9	0	2	0	0	9	11	9	3	2	0	1	0	14	
../tcof/chi-trans-metaok/Erwan1_Fer_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	28	921	19;	0	1	0	1	7	64	2	0	8	7	0	0	14	9	0	0	0	1	4	6	
../tcof/chi-trans-metaok/Ester1_Zeh_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	87	1523	24;	4	2	0	18	9	123	10	0	14	2	6	5	17	9	0	0	0	2	1	14	
../tcof/chi-trans-metaok/Eva1_Goe_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	101	1268	23;	2	1	0	20	11	67	6	0	5	2	0	13	1	1	1	0	0	0	0	7	
../tcof/chi-trans-metaok/Eva1_Mat_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	98	1314	40;02.12	4	1	0	5	15	131	8	0	6	1	2	6	33	28	5	5	0	2	0	5	
../tcof/chi-trans-metaok/fantine1_mon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	51	512	40;02.12	1	1	0	0	6	29	4	0	2	1	3	4	5	3	0	0	0	0	0	3	
../tcof/chi-trans-metaok/florian1_sai.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	129	1173	19;	4	0	0	2	22	74	2	0	1	1	7	2	24	19	1	0	0	1	1	0	
../tcof/chi-trans-metaok/gabriel1_rez.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	60	423	40;02.12	0	0	0	5	1	34	4	0	3	1	2	2	3	1	0	0	0	2	0	3	
../tcof/chi-trans-metaok/gaelle1_bou.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	48	943	40;02.12	1	0	0	7	9	85	5	0	7	0	0	1	8	2	0	0	0	4	0	17	
../tcof/chi-trans-metaok/gaetan1_bau.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	17	359	40;02.12	2	1	0	0	6	20	0	0	0	1	2	1	6	2	0	0	0	0	0	7	
../tcof/chi-trans-metaok/guillaume1_pol.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	52	438	40;02.12	2	2	0	2	1	25	4	0	5	1	0	2	3	3	0	0	0	1	0	5	
../tcof/chi-trans-metaok/heloise1_gue.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	95	979	40;02.12	0	0	0	10	13	41	3	0	3	0	1	8	20	11	0	0	0	4	0	4	
../tcof/chi-trans-metaok/hibraime1_ber.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	72	959	40;02.12	5	2	0	20	8	66	6	0	7	1	2	5	3	1	0	0	0	1	3	9	
../tcof/chi-trans-metaok/Hugo1_Hyp_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	127	1163	20;	0	1	0	54	4	70	3	0	12	4	2	1	3	2	0	0	0	0	0	9	
../tcof/chi-trans-metaok/ines1_hor.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	115	1113	19;	4	5	0	8	5	70	3	0	5	0	3	5	12	10	1	1	0	2	0	8	
../tcof/chi-trans-metaok/Jeanne1_Dre_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	70	830	20;	6	1	0	8	4	51	7	0	5	3	1	3	8	4	0	0	0	4	0	7	
../tcof/chi-trans-metaok/jeanne1_hil.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	68	669	20;	0	0	0	1	4	36	6	0	1	0	4	5	9	7	0	0	0	0	0	3	
../tcof/chi-trans-metaok/jeremy1_pat.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	72	735	40;02.12	1	2	0	6	7	46	0	0	6	5	0	2	6	4	1	0	0	0	2	4	
../tcof/chi-trans-metaok/jessica1_cha.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	34	381	40;02.12	0	0	0	6	7	15	2	1	1	0	0	2	9	6	0	0	0	0	0	3	
../tcof/chi-trans-metaok/Joachim1_Alt_Anon.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	96	1024	40;02.12	1	2	0	4	12	49	7	0	8	1	2	3	17	14	3	3	0	1	1	5	
../tcof/chi-trans-metaok/jonathan1_fra.tei_corpo2.cpn.cex 	 TRANS 	 ADU 	47	381	40;02.12	1	1	0	1	4	16	1	0	2	0	1	0	5	5	1	1	0	0	1	6	
