fichier,corpus,loc,utt,token,age,annee,nbx,sumx,nbsx,sumsx,FUT,COND,SUBJ,IMPF,prorel,conj,comme,PPRE,prep+inf,n+conj+det,n+adj,n+prep+n,cest+++que,ya+++qu,v+inf,dit+qu,plus+qu,proobj,x
./conllu_clan/Enfants_Long_lionel_can_5.5-5.9_lionel6_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,841,244,5;07.02,5.58333,667,2.536732,7,7.428571,2,0,0,4,3,49,6,0,2,0,3,4,1,0,8,0,1,28,x
./conllu_clan/Enfants_Long_lionel_can_5.5-5.9_lionel7_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,459,113,5;07.29,5.58333,301,2.315615,0,0,0,0,1,1,5,22,0,0,3,4,3,6,0,0,4,0,0,5,x
./conllu_clan/Enfants_Long_lionel_can_5.5-5.9_lionel8_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,581,122,5;08.29,5.66667,321,2.610592,2,7.000000,0,2,0,13,0,35,6,0,4,1,2,2,1,0,11,1,0,12,x
./conllu_clan/Enfants_Long_lionel_can_5.5-5.9_lionel9_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,429,84,5;09.13,5.75,221,2.787330,3,7.000000,0,0,0,0,3,23,0,0,0,1,0,4,0,0,4,0,0,14,x
./conllu_clan/Enfants_Long_louise_sow_4.3-4.7_louise1_sow.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,59,24,4;03.04,4.25,107,2.411215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x
./conllu_clan/Enfants_Long_louise_sow_4.3-4.7_louise2_sow.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,83,27,4;04.17,4.33333,103,2.291262,2,8.000000,0,0,0,0,0,7,1,0,0,1,0,0,0,0,1,0,0,3,x
./conllu_clan/Enfants_Long_louise_sow_4.3-4.7_louise3_sow.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,101,34,4;06.19,4.5,109,2.201835,1,7.000000,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,x
./conllu_clan/Enfants_Long_louise_sow_4.3-4.7_louise4_sow.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,131,48,4;07.09,4.58333,122,2.139344,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,0,0,0,2,x
./conllu_clan/Enfants_Long_louise_sow_4.3-4.7_louise5_sow.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,110,33,4;07.16,4.58333,92,2.250000,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,7,x
./conllu_clan/Enfants_Long_louise_sow_4.3-4.7_louise6_sow.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,146,50,4;07.23,4.58333,155,2.064516,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,1,1,0,1,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie1_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,408,58,5;03.16,5.25,93,2.505376,1,8.000000,0,0,0,1,2,32,0,0,5,0,2,2,2,0,1,0,0,8,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie2_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,380,58,5;04.07,5.33333,114,2.570175,2,7.500000,0,0,0,0,7,17,0,0,2,0,0,3,2,0,2,1,1,2,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie3_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,364,46,5;05.04,5.41667,65,2.846154,0,0,0,0,0,0,1,25,1,0,2,0,0,2,0,0,1,1,0,8,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie4_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,400,79,5;05.18,5.41667,147,2.224490,0,0,0,0,0,0,5,20,0,0,3,0,0,2,1,0,2,0,0,5,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie5_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,440,103,5;06.08,5.5,199,1.874372,1,7.000000,1,0,0,6,1,39,8,0,6,0,3,1,0,0,4,4,0,10,x
./conllu_clan/Enfants_Long_lucie_can_5.3-5.9_lucie6_can.tei_corpo2.tei_corpo-gsd.conllu.cex,LONG,CHI,436,61,5;07.08,5.58333,101,2.702970,1,7.000000,0,1,0,1,1,27,4,0,3,0,3,1,1,0,8,0,0,10,x
